evid,event_lat,event_lon,event_depth,origin_time,magnitude,magnitude_type,rflag,utc
60029489,44.6055,-110.735,10.03,1637937748.5599997,-9.99,h,F,2021-11-26 14:42:28.560000+00:00
60029494,44.5426667,-110.7405,2.99,1637937926.959999,1.11,d,F,2021-11-26 14:45:26.959999+00:00
60029499,44.5993333,-110.7291667,8.76,1637938110.119999,1.22,d,F,2021-11-26 14:48:30.119999+00:00
60029504,44.5986667,-110.7248333,8.01,1637938142.84,0.23,d,F,2021-11-26 14:49:02.840000+00:00
60029509,44.5873333,-110.7413333,2.35,1637938157.0499992,0.46,d,F,2021-11-26 14:49:17.049999+00:00
60029519,44.5095,-110.644,22.42,1637938190.4799995,-0.08,d,F,2021-11-26 14:49:50.480000+00:00
60029524,44.5975,-110.7286667,8.6,1637938722.7799988,0.5,d,F,2021-11-26 14:58:42.779999+00:00
60029529,44.5685,-110.7698333,10.06,1637938734.6800003,0.28,d,F,2021-11-26 14:58:54.680000+00:00
60029534,44.6008333,-110.7258333,8.27,1637938759.7399998,1.0,l,F,2021-11-26 14:59:19.740000+00:00
60029539,44.6145,-110.7375,3.11,1637938774.540001,1.11,d,F,2021-11-26 14:59:34.540001+00:00
60029544,44.5955,-110.7328333,7.74,1637938809.0500002,1.78,l,F,2021-11-26 15:00:09.050000+00:00
60029549,44.5948333,-110.7363333,6.92,1637938823.6299992,0.92,d,F,2021-11-26 15:00:23.629999+00:00
60029554,44.6363333,-110.7113333,9.99,1637938882.6599998,0.43,d,F,2021-11-26 15:01:22.660000+00:00
60029557,44.8178333,-110.9795,11.87,1372944081.9899998,1.42,l,F,2013-07-04 13:21:21.990000+00:00
60029559,44.5788333,-110.7335,2.92,1637938898.959999,0.23,d,F,2021-11-26 15:01:38.959999+00:00
60029564,44.6111667,-110.7016667,8.76,1637939030.2299995,-9.99,h,F,2021-11-26 15:03:50.230000+00:00
60029569,44.5698333,-110.7201667,5.61,1637939170.0900002,-0.01,d,F,2021-11-26 15:06:10.090000+00:00
60029574,44.5936667,-110.7298333,5.64,1637939685.25,0.05,d,F,2021-11-26 15:14:45.250000+00:00
60029584,44.5923333,-110.6795,16.47,1637939733.709999,1.24,d,F,2021-11-26 15:15:33.709999+00:00
60029587,44.566,-110.9316667,12.51,1373001956.1699982,0.89,l,F,2013-07-05 05:25:56.169998+00:00
60029594,44.5901667,-110.7338333,6.43,1638040702.7699986,0.53,d,F,2021-11-27 19:18:22.769999+00:00
60029599,44.5938333,-110.7318333,6.99,1638005729.42,0.3,d,F,2021-11-27 09:35:29.420000+00:00
60029604,44.5938333,-110.7295,7.54,1638005648.88,-0.07,d,F,2021-11-27 09:34:08.880000+00:00
60029607,44.6513333,-110.4446667,2.02,1373010894.2199974,-0.49,d,F,2013-07-05 07:54:54.219997+00:00
60029609,44.6018333,-110.7323333,4.9,1637996780.4399986,0.33,d,F,2021-11-27 07:06:20.439999+00:00
60029612,44.8073333,-110.9886667,2.69,1373030396.329998,-0.35,d,F,2013-07-05 13:19:56.329998+00:00
60029614,44.586,-110.7291667,8.07,1637992222.2399998,0.23,d,F,2021-11-27 05:50:22.240000+00:00
60029677,44.5496667,-110.9283333,12.15,1373070470.7000008,0.97,l,F,2013-07-06 00:27:50.700001+00:00
60029704,44.5643333,-110.6903333,5.68,1640663446.4199982,1.6,l,F,2021-12-28 03:50:46.419998+00:00
60029709,44.1715,-110.268,5.97,1640332121.8799973,1.38,d,F,2021-12-24 07:48:41.879997+00:00
60029717,44.472,-110.7241667,2.71,1373101610.25,0.33,d,F,2013-07-06 09:06:50.250000+00:00
60029754,44.441,-110.546,4.67,1641405292.7799988,1.09,d,F,2022-01-05 17:54:52.779999+00:00
60029757,44.3841667,-110.481,22.97,1373151920.369999,0.29,d,F,2013-07-06 23:05:20.369999+00:00
60029769,44.6768333,-110.0588333,14.93,1641655373.0699997,1.32,d,F,2022-01-08 15:22:53.070000+00:00
60029809,44.326,-110.5583333,4.94,1641992101.28,0.68,d,F,2022-01-12 12:55:01.280000+00:00
60029814,44.3338333,-110.559,5.1,1641992208.3799973,-0.38,d,F,2022-01-12 12:56:48.379997+00:00
60029819,44.3328333,-110.5518333,4.29,1641992181.6299992,-0.09,d,F,2022-01-12 12:56:21.629999+00:00
60029824,44.656,-110.0493333,5.78,1641979388.5500002,0.04,d,F,2022-01-12 09:23:08.550000+00:00
60029829,44.7231667,-110.2108333,-0.07,1641989927.3199997,0.55,d,F,2022-01-12 12:18:47.320000+00:00
60029834,44.6461667,-110.2068333,1.69,1642021500.52,1.42,d,F,2022-01-12 21:05:00.520000+00:00
60029839,44.564,-110.738,6.33,1642094735.959999,0.33,d,F,2022-01-13 17:25:35.959999+00:00
60029842,44.3171667,-111.0546667,21.78,1373181310.3199997,1.62,l,F,2013-07-07 07:15:10.320000+00:00
60029847,44.4796667,-111.1008333,5.66,1373181398.0999985,1.23,l,F,2013-07-07 07:16:38.099998+00:00
60029849,44.8216667,-110.765,8.07,1642601680.5900002,-0.51,d,F,2022-01-19 14:14:40.590000+00:00
60029854,44.5961667,-110.7015,3.43,1642603889.33,-9.99,h,F,2022-01-19 14:51:29.330000+00:00
60029857,44.4503333,-111.0121667,12.0,1373181605.0699997,1.62,l,F,2013-07-07 07:20:05.070000+00:00
60029859,44.6676667,-110.4713333,4.7,1642627626.8599997,0.69,d,F,2022-01-19 21:27:06.860000+00:00
60029864,44.6655,-110.4698333,2.57,1642627618.0499992,-0.19,d,F,2022-01-19 21:26:58.049999+00:00
60029872,44.4473333,-111.0278333,5.9,1373183578.3999977,1.27,l,F,2013-07-07 07:52:58.399998+00:00
60029882,44.429,-111.0171667,3.14,1373184446.9300003,0.46,d,F,2013-07-07 08:07:26.930000+00:00
60029887,44.4435,-111.021,7.95,1373184902.57,1.4,l,F,2013-07-07 08:15:02.570000+00:00
60029889,44.3573333,-111.0348333,1.93,1643270065.1099987,1.47,l,F,2022-01-27 07:54:25.109999+00:00
60029892,44.4418333,-111.0211667,8.91,1373184939.9399986,1.54,l,F,2013-07-07 08:15:39.939999+00:00
60029897,44.4236667,-111.0085,5.19,1373185151.12,0.68,d,F,2013-07-07 08:19:11.120000+00:00
60029904,44.5781667,-110.384,4.46,1643970811.3899994,-0.62,d,F,2022-02-04 10:33:31.389999+00:00
60029917,44.6603333,-110.4238333,5.16,1373203295.2999992,1.03,d,F,2013-07-07 13:21:35.299999+00:00
60029929,44.4445,-110.6015,2.64,1644397879.959999,0.39,d,F,2022-02-09 09:11:19.959999+00:00
60029934,44.4405,-110.5601667,1.55,1644397890.209999,0.73,d,F,2022-02-09 09:11:30.209999+00:00
60029939,44.4543333,-110.6015,1.98,1644397846.9300003,1.77,l,F,2022-02-09 09:10:46.930000+00:00
60029959,44.4326667,-110.8346667,2.18,1644648887.5699997,0.73,d,F,2022-02-12 06:54:47.570000+00:00
60029967,44.559,-111.0908333,22.5,1373228767.4199996,1.26,l,F,2013-07-07 20:26:07.420000+00:00
60029969,44.4166667,-110.8145,0.33,1644654674.3599997,-0.09,d,F,2022-02-12 08:31:14.360000+00:00
60029974,44.4228333,-110.8483333,1.93,1644654738.619999,1.25,d,F,2022-02-12 08:32:18.619999+00:00
60029994,44.6263333,-110.3291667,1.9,1645497300.63,0.46,d,F,2022-02-22 02:35:00.630000+00:00
60030019,44.2856667,-110.4525,2.17,1646092102.1899986,1.13,d,F,2022-02-28 23:48:22.189999+00:00
60030034,44.4336667,-110.3405,2.87,1646184348.1800003,0.28,d,F,2022-03-02 01:25:48.180000+00:00
60030039,44.6883333,-110.5326667,3.1,1646258985.7599983,0.41,d,F,2022-03-02 22:09:45.759998+00:00
60030049,44.7681667,-110.9536667,5.79,1646273986.289997,-0.49,d,F,2022-03-03 02:19:46.289997+00:00
60030064,44.3125,-110.6615,8.21,1647030117.4099998,1.53,l,F,2022-03-11 20:21:57.410000+00:00
60030074,44.6138333,-110.3205,5.59,1647377290.1899996,1.67,d,F,2022-03-15 20:48:10.190000+00:00
60030094,44.608,-110.3886667,1.45,1647557431.209999,0.75,d,F,2022-03-17 22:50:31.209999+00:00
60030099,44.6066667,-110.3848333,4.47,1647557441.6499977,0.9,d,F,2022-03-17 22:50:41.649998+00:00
60030104,44.6196667,-110.283,4.49,1647563368.5599997,0.76,d,F,2022-03-18 00:29:28.560000+00:00
60030119,44.656,-110.6641667,5.7,1647992954.67,-0.01,d,F,2022-03-22 23:49:14.670000+00:00
60030129,44.7598333,-110.9283333,8.3,1648561300.619999,0.08,d,F,2022-03-29 13:41:40.619999+00:00
60030134,44.7456667,-110.9018333,5.5,1648535722.4399986,1.24,d,F,2022-03-29 06:35:22.439999+00:00
60030139,44.7418333,-110.9028333,2.2,1648535716.4699993,0.4,d,F,2022-03-29 06:35:16.469999+00:00
60030144,44.7536667,-110.921,7.34,1648550781.6999989,1.31,d,F,2022-03-29 10:46:21.699999+00:00
60030154,44.7605,-110.927,7.32,1648530868.7299995,-0.01,d,F,2022-03-29 05:14:28.730000+00:00
60030159,44.7556667,-110.92,6.74,1648539499.6299992,1.26,d,F,2022-03-29 07:38:19.629999+00:00
60030169,44.7448333,-110.9075,6.76,1648537986.85,0.64,d,F,2022-03-29 07:13:06.850000+00:00
60030174,44.7538333,-110.9241667,9.33,1648531569.0,0.85,l,F,2022-03-29 05:26:09+00:00
60030179,44.7393333,-110.8815,2.57,1648531565.83,-0.07,d,F,2022-03-29 05:26:05.830000+00:00
60030184,44.7558333,-110.9231667,7.66,1648545189.75,0.59,l,F,2022-03-29 09:13:09.750000+00:00
60030189,44.7418333,-110.9143333,2.09,1648545195.9799995,0.14,d,F,2022-03-29 09:13:15.980000+00:00
60030194,44.7636667,-110.944,4.33,1648531725.8499985,0.65,d,F,2022-03-29 05:28:45.849998+00:00
60030199,44.7586667,-110.9381667,6.12,1648531689.92,0.5,d,F,2022-03-29 05:28:09.920000+00:00
60030204,44.7405,-110.9005,2.03,1648531711.539999,-0.48,d,F,2022-03-29 05:28:31.539999+00:00
60030209,44.7493333,-110.9186667,5.13,1648538762.33,0.73,d,F,2022-03-29 07:26:02.330000+00:00
60030214,44.8425,-110.8915,4.3,1648531942.8799992,-0.11,d,F,2022-03-29 05:32:22.879999+00:00
60030219,44.7528333,-110.9286667,4.13,1648532045.7799995,-1.41,d,F,2022-03-29 05:34:05.779999+00:00
60030224,44.7675,-110.9186667,9.38,1648550888.1899996,-0.13,d,F,2022-03-29 10:48:08.190000+00:00
60030229,44.7551667,-110.8963333,8.19,1648532049.92,-0.39,d,F,2022-03-29 05:34:09.920000+00:00
60030239,44.7433333,-110.909,2.4,1648536661.3,-0.38,d,F,2022-03-29 06:51:01.300000+00:00
60030244,44.7166667,-110.9808333,8.73,1648547515.8600006,0.27,d,F,2022-03-29 09:51:55.860001+00:00
60030247,44.3208333,-110.5375,2.09,1373478166.8499985,0.0,d,F,2013-07-10 17:42:46.849998+00:00
60030249,44.7446667,-110.9136667,2.6,1648547509.5699997,-0.44,d,F,2022-03-29 09:51:49.570000+00:00
60030254,44.7556667,-110.931,6.02,1648532717.6599998,0.89,l,F,2022-03-29 05:45:17.660000+00:00
60030259,44.7546667,-110.926,7.2,1648532741.0,0.5,d,F,2022-03-29 05:45:41+00:00
60030264,44.7496667,-110.9103333,6.02,1648534901.5200005,0.44,d,F,2022-03-29 06:21:41.520000+00:00
60030269,44.7408333,-110.9143333,2.12,1648534924.13,0.3,d,F,2022-03-29 06:22:04.130000+00:00
60030274,44.7471667,-110.922,2.05,1648535991.5099983,-0.43,d,F,2022-03-29 06:39:51.509998+00:00
60030279,44.7473333,-110.9193333,4.65,1648536536.6800003,0.18,d,F,2022-03-29 06:48:56.680000+00:00
60030284,44.7505,-110.9181667,2.26,1648537598.75,-0.45,d,F,2022-03-29 07:06:38.750000+00:00
60030289,44.7571667,-110.9268333,6.54,1648538191.4099998,-0.16,d,F,2022-03-29 07:16:31.410000+00:00
60030294,44.7431667,-110.9126667,2.33,1648538890.4899998,-0.69,d,F,2022-03-29 07:28:10.490000+00:00
60030297,44.7681667,-111.0685,11.24,1373544269.3499985,1.41,l,F,2013-07-11 12:04:29.349998+00:00
60030299,44.7476667,-110.9136667,2.4,1648538915.040001,-0.72,d,F,2022-03-29 07:28:35.040001+00:00
60030304,44.7436667,-110.9103333,2.59,1648538927.8400002,-0.49,d,F,2022-03-29 07:28:47.840000+00:00
60030307,44.7496667,-111.0661667,2.36,1373545176.5,0.47,l,F,2013-07-11 12:19:36.500000+00:00
60030309,44.7473333,-110.9176667,6.27,1648539017.7299995,0.39,d,F,2022-03-29 07:30:17.730000+00:00
60030312,44.7478333,-111.0646667,2.67,1373545360.6800003,0.45,d,F,2013-07-11 12:22:40.680000+00:00
60030314,44.7406667,-110.9145,2.04,1648539022.5299988,-0.16,d,F,2022-03-29 07:30:22.529999+00:00
60030324,44.75,-110.9158333,2.36,1648542546.29,0.13,d,F,2022-03-29 08:29:06.290000+00:00
60030329,44.7451667,-110.912,2.33,1648542515.8099976,-0.63,d,F,2022-03-29 08:28:35.809998+00:00
60030334,44.7455,-110.9138333,3.12,1648630426.2199974,-0.33,d,F,2022-03-30 08:53:46.219997+00:00
60030339,44.744,-110.8933333,10.86,1648618298.6499977,0.21,d,F,2022-03-30 05:31:38.649998+00:00
60030344,44.7371667,-110.8806667,2.33,1648704518.0599976,-0.86,d,F,2022-03-31 05:28:38.059998+00:00
60030349,44.6226667,-110.3936667,3.72,1648747317.699997,0.96,d,F,2022-03-31 17:21:57.699997+00:00
60030354,44.6168333,-110.4283333,2.28,1648747722.9699974,0.71,d,F,2022-03-31 17:28:42.969997+00:00
60030359,44.6221667,-110.389,4.04,1648747743.81,0.9,d,F,2022-03-31 17:29:03.810000+00:00
60030392,44.0955,-110.2073333,7.35,1373643039.9300003,0.32,d,F,2013-07-12 15:30:39.930000+00:00
60030442,44.7365,-110.8565,4.7,1373694482.59,0.44,l,F,2013-07-13 05:48:02.590000+00:00
60030444,44.2283333,-110.6426667,6.38,1649282594.38,-0.27,d,F,2022-04-06 22:03:14.380000+00:00
60030447,44.7391667,-110.8708333,2.33,1373694532.699997,0.64,l,F,2013-07-13 05:48:52.699997+00:00
60030449,44.2246667,-110.6563333,13.22,1649282613.989998,0.45,d,F,2022-04-06 22:03:33.989998+00:00
60030452,44.7476667,-110.8511667,8.27,1373694645.539997,0.66,l,F,2013-07-13 05:50:45.539997+00:00
60030454,44.2255,-110.67,14.05,1649282629.7299995,-0.01,d,F,2022-04-06 22:03:49.730000+00:00
60030457,44.7426667,-110.8658333,5.81,1373695565.19,1.3,l,F,2013-07-13 06:06:05.190000+00:00
60030459,44.745,-110.9296667,5.21,1649298561.08,0.07,d,F,2022-04-07 02:29:21.080000+00:00
60030462,44.7398333,-110.8631667,7.94,1373695645.1599998,1.34,l,F,2013-07-13 06:07:25.160000+00:00
60030467,44.7441667,-110.8648333,7.85,1373695712.1399994,0.88,l,F,2013-07-13 06:08:32.139999+00:00
60030469,44.7533333,-110.9771667,9.82,1649530773.079998,1.78,l,F,2022-04-09 18:59:33.079998+00:00
60030474,44.7516667,-110.9516667,5.65,1649531750.2199974,-0.35,d,F,2022-04-09 19:15:50.219997+00:00
60030477,44.7448333,-110.8605,8.96,1373695857.7199974,1.35,l,F,2013-07-13 06:10:57.719997+00:00
60030479,44.7576667,-110.9698333,10.48,1649543429.58,0.89,d,F,2022-04-09 22:30:29.580000+00:00
60030482,44.7401667,-110.8623333,6.73,1373696125.9399986,1.11,l,F,2013-07-13 06:15:25.939999+00:00
60030484,44.7271667,-111.0758333,11.56,1649814550.8999996,-0.37,d,F,2022-04-13 01:49:10.900000+00:00
60030487,44.739,-110.8701667,6.35,1373696764.73,1.78,l,F,2013-07-13 06:26:04.730000+00:00
60030489,44.0925,-110.76,9.4,1650074711.67,0.21,d,F,2022-04-16 02:05:11.670000+00:00
60030492,44.742,-110.8626667,4.7,1373698678.4799995,1.09,l,F,2013-07-13 06:57:58.480000+00:00
60030494,44.5888333,-110.4895,4.74,1650347515.3799973,0.5,d,F,2022-04-19 05:51:55.379997+00:00
60030497,44.7433333,-110.862,6.24,1373699911.869999,1.26,l,F,2013-07-13 07:18:31.869999+00:00
60030502,44.7461667,-110.8673333,7.26,1373700017.7399998,1.23,l,F,2013-07-13 07:20:17.740000+00:00
60030507,44.7445,-110.858,5.79,1373700088.5299988,0.37,l,F,2013-07-13 07:21:28.529999+00:00
60030512,44.7466667,-110.8698333,7.99,1373700138.58,1.02,l,F,2013-07-13 07:22:18.580000+00:00
60030514,44.7741667,-110.9866667,5.99,1650427092.2799995,-0.7,d,F,2022-04-20 03:58:12.279999+00:00
60030517,44.7423333,-110.8643333,7.4,1373707526.3199997,1.19,l,F,2013-07-13 09:25:26.320000+00:00
60030522,44.7453333,-110.8606667,8.23,1373707604.5200005,1.32,l,F,2013-07-13 09:26:44.520000+00:00
60030527,44.5555,-110.9265,11.5,1373713856.8499985,0.29,d,F,2013-07-13 11:10:56.849998+00:00
60030532,44.7398333,-110.8625,7.55,1373715333.1100006,0.75,l,F,2013-07-13 11:35:33.110001+00:00
60030537,44.7398333,-110.8621667,7.09,1373716462.3799992,1.03,l,F,2013-07-13 11:54:22.379999+00:00
60030542,44.7418333,-110.8585,6.28,1373716645.7199993,-0.04,d,F,2013-07-13 11:57:25.719999+00:00
60030547,44.744,-110.8556667,8.15,1373716698.1000004,1.12,l,F,2013-07-13 11:58:18.100000+00:00
60030549,44.2378333,-110.7943333,3.65,1650618527.989998,-0.12,d,F,2022-04-22 09:08:47.989998+00:00
60030552,44.745,-110.857,7.24,1373716782.989998,-0.2,d,F,2013-07-13 11:59:42.989998+00:00
60030554,44.4476667,-110.3245,4.52,1651271752.989998,-0.17,d,F,2022-04-29 22:35:52.989998+00:00
60030557,44.7513333,-110.8501667,7.86,1373720751.1899986,0.95,d,F,2013-07-13 13:05:51.189999+00:00
60030579,44.6246667,-110.3388333,5.07,1652405757.329998,0.64,d,F,2022-05-13 01:35:57.329998+00:00
60030589,44.4551667,-110.9725,7.56,1652867147.5599976,0.32,d,F,2022-05-18 09:45:47.559998+00:00
60030594,44.742,-110.7878333,2.82,1653112593.4300003,-0.77,d,F,2022-05-21 05:56:33.430000+00:00
60030609,44.764,-111.0816667,10.46,1653393178.949997,-0.36,d,F,2022-05-24 11:52:58.949997+00:00
60030629,44.7388333,-110.7916667,3.23,1653733655.9500008,-0.46,d,F,2022-05-28 10:27:35.950001+00:00
60030634,44.2176667,-110.6145,11.84,1654002668.6399994,0.26,d,F,2022-05-31 13:11:08.639999+00:00
60030637,44.7133333,-110.9903333,5.79,1373765512.539997,0.48,d,F,2013-07-14 01:31:52.539997+00:00
60030639,44.2211667,-110.6236667,10.83,1654001132.7299995,0.52,d,F,2022-05-31 12:45:32.730000+00:00
60030649,44.2031667,-110.6101667,5.13,1654623128.2600002,0.67,d,F,2022-06-07 17:32:08.260000+00:00
60030654,44.1993333,-110.6135,8.39,1654623076.6399994,0.9,d,F,2022-06-07 17:31:16.639999+00:00
60030664,44.7845,-110.945,2.25,1655025340.4500008,0.79,d,F,2022-06-12 09:15:40.450001+00:00
60030699,44.7613333,-111.0773333,4.99,1657602920.9099998,-0.22,d,F,2022-07-12 05:15:20.910000+00:00
60030702,44.56,-110.9298333,13.66,1373871268.8499985,0.26,d,F,2013-07-15 06:54:28.849998+00:00
60030714,44.7611667,-111.1075,12.65,1658019236.289997,-0.12,d,F,2022-07-17 00:53:56.289997+00:00
60030717,44.3986667,-110.2948333,10.28,1373874207.4899998,0.47,d,F,2013-07-15 07:43:27.490000+00:00
60030729,44.7771667,-110.8013333,3.14,1659167487.539999,0.28,l,F,2022-07-30 07:51:27.539999+00:00
60030734,44.7058333,-110.6848333,5.93,1659363071.8499994,-0.03,d,F,2022-08-01 14:11:11.849999+00:00
60030744,44.7688333,-110.8066667,3.2,1659544429.7999992,-0.26,d,F,2022-08-03 16:33:49.799999+00:00
60030764,44.475,-110.565,4.64,1659918956.0999985,1.52,d,F,2022-08-08 00:35:56.099998+00:00
60030769,44.4648333,-110.55,2.29,1659918964.61,1.93,d,F,2022-08-08 00:36:04.610000+00:00
60030774,44.4463333,-110.3278333,3.56,1660025079.5900002,1.23,d,F,2022-08-09 06:04:39.590000+00:00
60030784,44.6136667,-110.7515,4.76,1660226942.63,0.11,d,F,2022-08-11 14:09:02.630000+00:00
60030789,44.7753333,-110.8046667,3.23,1660587096.880001,0.0,d,F,2022-08-15 18:11:36.880001+00:00
60030829,44.4631667,-110.9736667,7.97,1661258724.709999,0.36,d,F,2022-08-23 12:45:24.709999+00:00
60030834,44.7336667,-111.1101667,2.15,1661233288.25,-0.42,d,F,2022-08-23 05:41:28.250000+00:00
60030839,44.3775,-110.5725,1.92,1661305015.0599976,-9.99,h,F,2022-08-24 01:36:55.059998+00:00
60030844,44.758,-111.1073333,11.05,1661291538.4899998,0.59,d,F,2022-08-23 21:52:18.490000+00:00
60030854,44.7786667,-110.8061667,4.8,1661493145.1299992,2.38,l,F,2022-08-26 05:52:25.129999+00:00
60030859,44.78,-110.8115,4.71,1661552872.8799973,1.04,d,F,2022-08-26 22:27:52.879997+00:00
60030869,44.7716667,-110.8228333,4.19,1661493394.329998,0.02,d,F,2022-08-26 05:56:34.329998+00:00
60030874,44.7815,-110.8058333,5.03,1661493404.4500008,0.49,d,F,2022-08-26 05:56:44.450001+00:00
60030879,44.7498333,-110.8186667,0.56,1661493430.3499994,-0.23,d,F,2022-08-26 05:57:10.349999+00:00
60030884,44.789,-110.7985,4.83,1661493920.6399994,-0.3,d,F,2022-08-26 06:05:20.639999+00:00
60030889,44.7881667,-110.8016667,4.72,1661493869.039999,-0.18,d,F,2022-08-26 06:04:29.039999+00:00
60030894,44.7881667,-110.8046667,5.0,1661524466.6499996,0.16,d,F,2022-08-26 14:34:26.650000+00:00
60030899,44.787,-110.8016667,4.02,1661578541.5099983,0.12,d,F,2022-08-27 05:35:41.509998+00:00
60030904,44.5618333,-110.5861667,3.88,1661585463.54,2.12,d,F,2022-08-27 07:31:03.540000+00:00
60030914,44.7648333,-110.8126667,2.7,1661593707.7299995,0.27,d,F,2022-08-27 09:48:27.730000+00:00
60030919,44.7748333,-110.8115,3.13,1661593721.6699982,-0.24,d,F,2022-08-27 09:48:41.669998+00:00
60030924,44.7693333,-110.8026667,2.05,1661769334.8499985,-0.54,d,F,2022-08-29 10:35:34.849998+00:00
60030929,44.7856667,-110.8076667,4.07,1661600003.1000004,0.42,d,F,2022-08-27 11:33:23.100000+00:00
60030939,44.779,-110.8045,4.84,1661496681.5200005,0.88,l,F,2022-08-26 06:51:21.520000+00:00
60030944,44.7653333,-110.8115,2.16,1661550491.7699995,-0.06,d,F,2022-08-26 21:48:11.770000+00:00
60030949,44.7696667,-110.809,2.12,1661552299.869999,0.1,d,F,2022-08-26 22:18:19.869999+00:00
60030964,44.7698333,-110.8101667,3.28,1661613310.6399994,-0.2,d,F,2022-08-27 15:15:10.639999+00:00
60030984,44.7951667,-110.818,7.34,1661631071.58,-0.16,d,F,2022-08-27 20:11:11.580000+00:00
60030994,44.7963333,-110.7995,5.39,1661526415.5699997,-0.43,d,F,2022-08-26 15:06:55.570000+00:00
60031002,44.7395,-110.8681667,1.78,1374042446.9799995,0.82,l,F,2013-07-17 06:27:26.980000+00:00
60031004,44.7783333,-110.8035,3.29,1661887446.4299998,-0.62,d,F,2022-08-30 19:24:06.430000+00:00
60031009,44.7723333,-110.8068333,3.38,1661906042.02,-0.02,d,F,2022-08-31 00:34:02.020000+00:00
60031014,44.2735,-110.634,2.84,1661996216.1699982,1.5,d,F,2022-09-01 01:36:56.169998+00:00
60031019,44.266,-110.6038333,10.23,1661996243.25,1.09,d,F,2022-09-01 01:37:23.250000+00:00
60031024,44.272,-110.6355,3.4,1661997030.2699986,1.43,d,F,2022-09-01 01:50:30.269999+00:00
60031029,44.2846667,-110.6166667,12.35,1661997111.989998,1.52,d,F,2022-09-01 01:51:51.989998+00:00
60031034,44.5848333,-110.6773333,5.36,1662344342.63,1.35,d,F,2022-09-05 02:19:02.630000+00:00
60031044,44.7741667,-111.1168333,13.09,1662462090.5100002,-0.67,d,F,2022-09-06 11:01:30.510000+00:00
60031049,44.5885,-110.6751667,5.43,1662342912.3199997,0.98,d,F,2022-09-05 01:55:12.320000+00:00
60031054,44.586,-110.6751667,4.69,1662343021.51,0.4,d,F,2022-09-05 01:57:01.510000+00:00
60031059,44.5813333,-110.6706667,5.36,1662343075.8899994,0.81,d,F,2022-09-05 01:57:55.889999+00:00
60031064,44.583,-110.6743333,7.44,1662355036.0,1.95,l,F,2022-09-05 05:17:16+00:00
60031069,44.5883333,-110.6785,5.53,1662355051.119999,1.59,d,F,2022-09-05 05:17:31.119999+00:00
60031074,44.5421667,-110.6718333,10.1,1662344093.8199997,2.31,d,F,2022-09-05 02:14:53.820000+00:00
60031079,44.5783333,-110.6738333,1.95,1662353994.4699974,2.35,l,F,2022-09-05 04:59:54.469997+00:00
60031089,44.5748333,-110.6751667,4.08,1662353969.7399998,1.96,d,F,2022-09-05 04:59:29.740000+00:00
60031094,44.5965,-110.6675,4.95,1662354130.2399998,1.33,d,F,2022-09-05 05:02:10.240000+00:00
60031099,44.6183333,-110.6508333,-0.99,1662354169.7199974,0.56,d,F,2022-09-05 05:02:49.719997+00:00
60031104,44.5818333,-110.6738333,5.37,1662354227.2299995,0.22,d,F,2022-09-05 05:03:47.230000+00:00
60031109,44.6051667,-110.658,3.46,1662344328.5599976,1.35,l,F,2022-09-05 02:18:48.559998+00:00
60031119,44.7766667,-111.1195,12.86,1662529435.1399994,-0.74,d,F,2022-09-07 05:43:55.139999+00:00
60031129,44.5896667,-110.682,5.58,1662354276.1100006,-0.07,d,F,2022-09-05 05:04:36.110001+00:00
60031139,44.5978333,-110.6843333,2.01,1662354580.1800003,-0.11,d,F,2022-09-05 05:09:40.180000+00:00
60031144,44.5688333,-110.6025,8.79,1662355526.6299992,-9.99,h,F,2022-09-05 05:25:26.629999+00:00
60031149,44.5915,-110.6973333,2.96,1662355348.459999,0.33,d,F,2022-09-05 05:22:28.459999+00:00
60031169,44.5938333,-110.3798333,0.9,1662773984.1299973,0.08,d,F,2022-09-10 01:39:44.129997+00:00
60031174,44.5896667,-110.3758333,2.05,1662773995.8499985,0.08,d,F,2022-09-10 01:39:55.849998+00:00
60031179,44.5976667,-110.3631667,2.14,1662774142.8799992,1.59,d,F,2022-09-10 01:42:22.879999+00:00
60031184,44.5895,-110.365,1.79,1662774235.539997,1.15,d,F,2022-09-10 01:43:55.539997+00:00
60031194,44.5923333,-110.3648333,2.96,1662774740.4899998,1.98,l,F,2022-09-10 01:52:20.490000+00:00
60031219,44.7701667,-110.7973333,2.59,1663249323.28,0.75,d,F,2022-09-15 13:42:03.280000+00:00
60031222,44.4403333,-110.9618333,1.08,1374146622.3799973,1.29,l,F,2013-07-18 11:23:42.379997+00:00
60031224,44.7815,-110.8145,5.13,1663475359.6899986,1.22,l,F,2022-09-18 04:29:19.689999+00:00
60031234,44.7873333,-110.8003333,5.32,1663476576.540001,0.03,d,F,2022-09-18 04:49:36.540001+00:00
60031239,44.766,-110.8088333,3.25,1663476587.9300003,-0.1,d,F,2022-09-18 04:49:47.930000+00:00
60031244,44.7808333,-110.8138333,5.41,1663506083.92,1.36,d,F,2022-09-18 13:01:23.920000+00:00
60031249,44.7555,-110.8721667,-1.74,1663506623.9300003,0.22,d,F,2022-09-18 13:10:23.930000+00:00
60031254,44.7823333,-110.8,5.23,1663512278.6100006,0.3,d,F,2022-09-18 14:44:38.610001+00:00
60031259,44.7846667,-110.802,5.95,1663505961.6999989,0.93,d,F,2022-09-18 12:59:21.699999+00:00
