evid,event_lat,event_lon,event_depth,origin_time,magnitude,magnitude_type,rflag,utc
60000005,44.7433333,-111.0675,5.48,1349112414.3600006,-0.2,d,F,2012-10-01 17:26:54.360001+00:00
60000010,44.4381667,-111.032,6.05,1349101480.459999,0.35,d,F,2012-10-01 14:24:40.459999+00:00
60000050,44.276,-110.6456667,2.18,1350620998.239998,1.15,d,F,2012-10-19 04:29:58.239998+00:00
60000060,44.3461667,-110.3273333,9.44,1350808353.6599998,1.34,d,F,2012-10-21 08:32:33.660000+00:00
60000065,44.395,-111.0218333,4.71,1350274470.209999,0.82,d,F,2012-10-15 04:14:30.209999+00:00
60000075,44.3766667,-111.0036667,1.91,1350270581.1399994,1.31,d,F,2012-10-15 03:09:41.139999+00:00
60000085,44.6286667,-110.6593333,2.29,1351390074.5099983,1.12,d,F,2012-10-28 02:07:54.509998+00:00
60000092,44.6751667,-110.04,15.39,1349085936.0999985,0.25,d,F,2012-10-01 10:05:36.099998+00:00
60000095,44.6203333,-110.652,7.28,1351385401.39,1.79,d,F,2012-10-28 00:50:01.390000+00:00
60000096,44.4598333,-110.9865,5.97,1349101495.7599983,1.11,d,F,2012-10-01 14:24:55.759998+00:00
60000097,44.4423333,-111.0166667,16.18,1349101224.8799992,0.93,d,F,2012-10-01 14:20:24.879999+00:00
60000101,44.4455,-111.051,6.0,1349101654.7000008,1.39,d,F,2012-10-01 14:27:34.700001+00:00
60000110,44.6078333,-110.4208333,2.09,1351601545.8999996,-9.99,h,F,2012-10-30 12:52:25.900000+00:00
60000115,44.619,-110.6543333,4.44,1351385462.64,2.6,d,F,2012-10-28 00:51:02.640000+00:00
60000120,44.6018333,-110.644,5.07,1351385448.0999985,1.25,d,F,2012-10-28 00:50:48.099998+00:00
60000127,44.4506667,-111.033,5.96,1349103562.7999992,1.47,d,F,2012-10-01 14:59:22.799999+00:00
60000167,44.7373333,-111.0735,10.51,1349112406.209999,-0.17,d,F,2012-10-01 17:26:46.209999+00:00
60000205,44.2601667,-110.6628333,7.72,1352680111.1499996,1.22,d,F,2012-11-12 00:28:31.150000+00:00
60000210,44.2681667,-110.6808333,8.66,1352680137.459999,1.41,d,F,2012-11-12 00:28:57.459999+00:00
60000215,44.2656667,-110.6618333,4.37,1352680179.579998,1.22,d,F,2012-11-12 00:29:39.579998+00:00
60000305,44.8031667,-111.1305,2.29,1353560665.0199986,-9.99,h,F,2012-11-22 05:04:25.019999+00:00
60000310,44.2471667,-110.7741667,2.84,1353560687.8199997,1.64,d,F,2012-11-22 05:04:47.820000+00:00
60000320,44.5988333,-110.4243333,1.55,1353941648.67,-9.99,h,F,2012-11-26 14:54:08.670000+00:00
60000325,44.5803333,-110.4256667,3.29,1353941279.6099968,-9.99,h,F,2012-11-26 14:47:59.609997+00:00
60000330,44.6055,-110.3776667,2.47,1353941576.459999,-9.99,h,F,2012-11-26 14:52:56.459999+00:00
60000340,44.5718333,-110.8071667,2.31,1354643093.119999,1.32,d,F,2012-12-04 17:44:53.119999+00:00
60000350,44.4865,-110.57,6.44,1354887139.25,0.79,d,F,2012-12-07 13:32:19.250000+00:00
60000355,44.4963333,-110.5623333,8.68,1354887123.04,0.88,d,F,2012-12-07 13:32:03.040000+00:00
60000360,44.4783333,-110.5623333,6.34,1354887382.58,0.9,d,F,2012-12-07 13:36:22.580000+00:00
60000365,44.769,-111.0248333,2.32,1355085938.5900002,-9.99,h,F,2012-12-09 20:45:38.590000+00:00
60000382,44.0435,-110.3968333,8.76,1349352091.5299988,1.28,d,F,2012-10-04 12:01:31.529999+00:00
60000385,44.3551667,-110.6678333,3.09,1355426831.7199993,1.36,d,F,2012-12-13 19:27:11.719999+00:00
60000390,44.3555,-110.6588333,3.39,1355426863.7700005,-9.99,h,F,2012-12-13 19:27:43.770000+00:00
60000395,44.3451667,-110.6558333,2.31,1355426873.239998,-9.99,h,F,2012-12-13 19:27:53.239998+00:00
60000405,44.3401667,-110.6588333,2.91,1355426967.3999996,-9.99,h,F,2012-12-13 19:29:27.400000+00:00
60000410,44.347,-110.6706667,2.54,1355426978.9099998,-9.99,h,F,2012-12-13 19:29:38.910000+00:00
60000415,44.3535,-110.6733333,2.11,1355427054.9300003,-9.99,h,F,2012-12-13 19:30:54.930000+00:00
60000420,44.4745,-110.5488333,0.31,1355463937.540001,0.26,d,F,2012-12-14 05:45:37.540001+00:00
60000430,44.481,-110.57,7.58,1355462183.1499996,-9.99,h,F,2012-12-14 05:16:23.150000+00:00
60000435,44.4741667,-110.5675,9.43,1355462193.2000008,-9.99,h,F,2012-12-14 05:16:33.200001+00:00
60000482,44.5313333,-110.491,2.61,1349455218.619999,1.32,d,F,2012-10-05 16:40:18.619999+00:00
60000487,44.5301667,-110.4881667,5.06,1349455832.9500008,1.72,d,F,2012-10-05 16:50:32.950001+00:00
60000497,44.703,-110.716,3.81,1349461354.959999,-0.88,d,F,2012-10-05 18:22:34.959999+00:00
60000510,44.5265,-110.7871667,15.94,1355905735.2999992,0.94,d,F,2012-12-19 08:28:55.299999+00:00
60000592,44.7655,-111.0775,3.38,1349549224.62,0.27,d,F,2012-10-06 18:47:04.620000+00:00
60000615,44.4416667,-110.9858333,2.09,1357300584.5900002,-9.99,h,F,2013-01-04 11:56:24.590000+00:00
60000620,44.4745,-110.5526667,4.43,1357546352.6499977,2.19,l,F,2013-01-07 08:12:32.649998+00:00
60000622,44.7645,-111.088,7.69,1349569924.7399998,0.83,l,F,2012-10-07 00:32:04.740000+00:00
60000630,44.3966667,-110.5043333,1.98,1357449400.3999977,0.12,d,F,2013-01-06 05:16:40.399998+00:00
60000645,44.4021667,-110.5036667,1.62,1357463792.4399986,0.5,d,F,2013-01-06 09:16:32.439999+00:00
60000650,44.4151667,-110.5156667,1.65,1357444336.33,0.07,d,F,2013-01-06 03:52:16.330000+00:00
60000655,44.4026667,-110.4823333,0.19,1357444352.2999992,-0.04,d,F,2013-01-06 03:52:32.299999+00:00
60000660,44.3908333,-110.5213333,4.75,1357444307.9500008,-0.74,d,F,2013-01-06 03:51:47.950001+00:00
60000810,44.5411667,-110.4518333,3.29,1360474614.5499992,0.75,d,F,2013-02-10 05:36:54.549999+00:00
60000815,44.742,-110.9253333,8.38,1360443502.1499996,0.43,d,F,2013-02-09 20:58:22.150000+00:00
60000835,44.4316667,-110.9898333,2.85,1361322429.3499994,0.25,d,F,2013-02-20 01:07:09.349999+00:00
60000855,44.522,-110.9183333,2.95,1362207119.7700005,0.85,d,F,2013-03-02 06:51:59.770000+00:00
60000860,44.4263333,-110.4438333,2.77,1362430158.2399998,1.75,d,F,2013-03-04 20:49:18.240000+00:00
60000880,44.4768333,-110.571,6.9,1362430609.3999977,0.19,d,F,2013-03-04 20:56:49.399998+00:00
60000885,44.47,-110.5703333,5.76,1362430649.8099997,-9.99,h,F,2013-03-04 20:57:29.810000+00:00
60000890,44.4723333,-110.562,4.8,1362430657.75,1.38,d,F,2013-03-04 20:57:37.750000+00:00
60000905,44.4741667,-110.5695,3.38,1362430684.5099998,-9.99,h,F,2013-03-04 20:58:04.510000+00:00
60000910,44.4738333,-110.5753333,2.27,1362430707.619999,0.74,d,F,2013-03-04 20:58:27.619999+00:00
60000925,44.4696667,-110.5688333,7.33,1362430195.119999,0.61,d,F,2013-03-04 20:49:55.119999+00:00
60000940,44.479,-110.5911667,2.2,1362430217.9699993,1.12,l,F,2013-03-04 20:50:17.969999+00:00
60000950,44.4735,-110.5733333,-2.76,1362430962.1499977,2.04,l,F,2013-03-04 21:02:42.149998+00:00
60000955,44.4718333,-110.571,4.69,1362430976.459999,2.06,l,F,2013-03-04 21:02:56.459999+00:00
60000985,44.473,-110.5756667,4.31,1362432587.75,-0.43,d,F,2013-03-04 21:29:47.750000+00:00
60000986,44.6065,-110.4508333,4.06,1349948234.9799995,-0.3,d,F,2012-10-11 09:37:14.980000+00:00
60000990,44.4685,-110.5596667,3.45,1362432596.3799973,0.36,d,F,2013-03-04 21:29:56.379997+00:00
60001000,44.5721667,-110.7671667,7.09,1364103762.739998,1.47,d,F,2013-03-24 05:42:42.739998+00:00
60001020,44.5691667,-110.7503333,4.7,1364104325.48,2.44,d,F,2013-03-24 05:52:05.480000+00:00
60001025,44.5665,-110.7536667,2.08,1364105524.9,0.7,d,F,2013-03-24 06:12:04.900000+00:00
60001055,44.3236667,-110.6833333,5.11,1366106621.8099976,1.37,l,F,2013-04-16 10:03:41.809998+00:00
60001060,44.3351667,-110.7665,1.92,1366052500.5,0.75,d,F,2013-04-15 19:01:40.500000+00:00
60001062,44.2961667,-110.6598333,14.23,1349983958.4300003,0.84,d,F,2012-10-11 19:32:38.430000+00:00
60001065,44.242,-110.8503333,4.08,1366047702.7000008,-9.99,h,F,2013-04-15 17:41:42.700001+00:00
60001070,44.2595,-110.8925,7.2,1366047665.35,2.22,l,F,2013-04-15 17:41:05.350000+00:00
60001075,44.6178333,-110.4113333,6.88,1366024664.6399994,0.45,d,F,2013-04-15 11:17:44.639999+00:00
60001080,44.5866667,-110.3613333,3.31,1366024706.4399986,0.31,d,F,2013-04-15 11:18:26.439999+00:00
60001085,44.303,-110.8085,15.51,1366052644.5299995,0.92,d,F,2013-04-15 19:04:04.529999+00:00
60001090,44.322,-110.6825,8.73,1366109526.2399998,1.76,d,F,2013-04-16 10:52:06.240000+00:00
60001105,44.317,-110.6863333,2.05,1367469286.0599976,0.97,d,F,2013-05-02 04:34:46.059998+00:00
60001107,44.3208333,-110.554,12.01,1349999778.0200005,0.81,d,F,2012-10-11 23:56:18.020000+00:00
60001110,44.307,-110.6833333,2.32,1367469297.9399986,1.02,d,F,2013-05-02 04:34:57.939999+00:00
60001115,44.339,-110.7181667,12.95,1367469347.4199982,0.4,d,F,2013-05-02 04:35:47.419998+00:00
60001120,44.283,-110.6516667,3.94,1367469365.1599998,0.51,d,F,2013-05-02 04:36:05.160000+00:00
60001125,44.3258333,-110.6755,5.06,1367469822.5299988,1.06,d,F,2013-05-02 04:43:42.529999+00:00
60001130,44.529,-111.0196667,16.15,1367602067.7000008,-0.14,d,F,2013-05-03 17:27:47.700001+00:00
60001150,44.4021667,-110.9093333,2.13,1369104505.4699993,0.35,d,F,2013-05-21 02:48:25.469999+00:00
60001155,44.3861667,-110.2506667,1.86,1369734842.22,0.65,d,F,2013-05-28 09:54:02.220000+00:00
60001160,44.417,-110.3403333,5.96,1369735462.8599987,-0.27,d,F,2013-05-28 10:04:22.859999+00:00
60001215,44.257,-110.6201667,8.35,1370205534.1899986,0.09,d,F,2013-06-02 20:38:54.189999+00:00
60001220,44.5863333,-110.9735,3.14,1371138792.9799995,0.45,d,F,2013-06-13 15:53:12.980000+00:00
60001225,44.584,-110.9711667,2.23,1371138910.2699995,1.24,d,F,2013-06-13 15:55:10.270000+00:00
60001230,44.8081667,-110.9975,5.14,1371267822.25,0.38,d,F,2013-06-15 03:43:42.250000+00:00
60001245,44.7416667,-111.0498333,5.88,1371621183.1899998,-0.14,d,F,2013-06-19 05:53:03.190000+00:00
60001255,44.442,-110.3605,5.95,1371979279.289999,0.56,d,F,2013-06-23 09:21:19.289999+00:00
60001260,44.4408333,-110.359,5.86,1371986202.6399994,-0.65,d,F,2013-06-23 11:16:42.639999+00:00
60001265,44.4401667,-110.364,5.87,1371991012.119999,-0.12,d,F,2013-06-23 12:36:52.119999+00:00
60001270,44.4326667,-110.3491667,5.88,1371991003.829998,-0.26,d,F,2013-06-23 12:36:43.829998+00:00
60001275,44.4425,-110.3595,5.84,1371991071.869999,-0.49,d,F,2013-06-23 12:37:51.869999+00:00
60001280,44.4423333,-110.3665,3.84,1371993187.75,0.0,d,F,2013-06-23 13:13:07.750000+00:00
60001285,44.7078333,-111.0193333,6.37,1371993232.5699997,-0.01,d,F,2013-06-23 13:13:52.570000+00:00
60001290,44.444,-110.3585,6.35,1371993493.25,0.04,d,F,2013-06-23 13:18:13.250000+00:00
60001295,44.4436667,-110.3625,5.84,1371993578.6800003,0.36,d,F,2013-06-23 13:19:38.680000+00:00
60001300,44.7043333,-111.023,5.48,1372287223.5,0.27,d,F,2013-06-26 22:53:43.500000+00:00
60001310,44.7531667,-110.9163333,9.52,1372675824.2299995,1.99,l,F,2013-07-01 10:50:24.230000+00:00
60001315,44.751,-110.915,8.56,1372677684.8099997,1.62,d,F,2013-07-01 11:21:24.810000+00:00
60001325,44.764,-110.9321667,6.38,1372605555.96,0.69,l,F,2013-06-30 15:19:15.960000+00:00
60001330,44.7576667,-110.9186667,8.32,1372605107.459999,0.15,d,F,2013-06-30 15:11:47.459999+00:00
60001335,44.7735,-110.9051667,2.52,1372605004.6599998,-0.77,d,F,2013-06-30 15:10:04.660000+00:00
60001340,44.758,-110.9193333,7.61,1372605521.2000008,1.59,l,F,2013-06-30 15:18:41.200001+00:00
60001342,44.3843333,-111.0255,16.79,1350268677.4300003,1.45,d,F,2012-10-15 02:37:57.430000+00:00
60001347,44.378,-111.0185,12.56,1350268898.2299995,1.69,d,F,2012-10-15 02:41:38.230000+00:00
60001352,44.3893333,-111.0358333,14.3,1350269075.5200005,2.06,l,F,2012-10-15 02:44:35.520000+00:00
60001355,44.758,-110.9238333,8.21,1372677127.8599997,-0.51,d,F,2013-07-01 11:12:07.860000+00:00
60001357,44.396,-111.0241667,9.71,1350269240.7399998,1.97,l,F,2012-10-15 02:47:20.740000+00:00
60001360,44.7551667,-110.9143333,8.17,1372677862.3099997,0.12,d,F,2013-07-01 11:24:22.310000+00:00
60001367,44.4063333,-111.0538333,10.32,1350269505.9399986,2.03,l,F,2012-10-15 02:51:45.939999+00:00
60001372,44.3926667,-111.0288333,12.55,1350269536.0599997,2.52,l,F,2012-10-15 02:52:16.060000+00:00
60001377,44.3771667,-111.0085,11.66,1350269578.3599968,2.6,d,F,2012-10-15 02:52:58.359997+00:00
60001382,44.3938333,-111.0435,12.42,1350269692.3999977,3.16,l,F,2012-10-15 02:54:52.399998+00:00
60001387,44.399,-111.0445,15.82,1350269794.7799988,2.19,l,F,2012-10-15 02:56:34.779999+00:00
60001392,44.3936667,-111.0518333,15.91,1350269896.58,1.87,l,F,2012-10-15 02:58:16.580000+00:00
60001397,44.4021667,-111.054,14.47,1350269973.5599976,2.25,l,F,2012-10-15 02:59:33.559998+00:00
60001402,44.3878333,-111.0666667,15.51,1350270039.4799995,2.28,l,F,2012-10-15 03:00:39.480000+00:00
60001407,44.4033333,-111.0423333,5.86,1350270373.96,2.47,l,F,2012-10-15 03:06:13.960000+00:00
60001410,44.4003333,-111.0421667,5.72,1373184468.7799988,0.95,l,F,2013-07-07 08:07:48.779999+00:00
60001412,44.3973333,-111.0461667,13.14,1350270294.4300003,2.24,l,F,2012-10-15 03:04:54.430000+00:00
60001415,44.447,-110.9926667,3.74,1373184495.83,0.67,d,F,2013-07-07 08:08:15.830000+00:00
60001417,44.4036667,-111.0501667,16.9,1350270344.3899994,2.51,d,F,2012-10-15 03:05:44.389999+00:00
60001420,44.4336667,-110.9986667,5.51,1373185167.0599997,1.12,d,F,2013-07-07 08:19:27.060000+00:00
60001427,44.3915,-111.0395,14.93,1350270561.5200005,1.7,d,F,2012-10-15 03:09:21.520000+00:00
60001432,44.4013333,-111.0498333,19.25,1350270675.5699997,1.7,l,F,2012-10-15 03:11:15.570000+00:00
60001437,44.3898333,-111.0448333,13.59,1350270701.6100006,2.51,l,F,2012-10-15 03:11:41.610001+00:00
60001440,44.7461667,-110.8626667,4.64,1373695551.8600006,0.85,l,F,2013-07-13 06:05:51.860001+00:00
60001442,44.3841667,-111.018,10.88,1350270831.2799988,1.7,d,F,2012-10-15 03:13:51.279999+00:00
60001445,44.7446667,-110.8643333,7.9,1373695587.67,0.49,d,F,2013-07-13 06:06:27.670000+00:00
60001447,44.3876667,-111.0256667,10.49,1350270990.289999,2.0,l,F,2012-10-15 03:16:30.289999+00:00
60001450,44.7441667,-110.8605,6.08,1373695636.33,0.15,d,F,2013-07-13 06:07:16.330000+00:00
60001452,44.3958333,-111.0516667,15.93,1350271084.2799995,2.22,l,F,2012-10-15 03:18:04.279999+00:00
60001455,44.7551667,-110.8723333,9.84,1373695695.58,-0.52,d,F,2013-07-13 06:08:15.580000+00:00
60001462,44.3905,-111.0393333,11.7,1350271245.079998,3.12,l,F,2012-10-15 03:20:45.079998+00:00
60001465,44.7498333,-110.8586667,7.9,1373716632.0199995,-0.5,d,F,2013-07-13 11:57:12.020000+00:00
60001467,44.396,-111.072,15.55,1350271353.0999985,2.61,l,F,2012-10-15 03:22:33.099998+00:00
60001475,44.7496667,-110.863,7.91,1373700109.5999985,-9.99,h,F,2013-07-13 07:21:49.599998+00:00
60001477,44.4133333,-111.0713333,5.48,1350271543.119999,1.58,d,F,2012-10-15 03:25:43.119999+00:00
60001482,44.3985,-111.0373333,11.91,1350271665.0200005,1.76,l,F,2012-10-15 03:27:45.020000+00:00
60001485,44.7476667,-110.8621667,8.05,1373707551.289997,0.02,d,F,2013-07-13 09:25:51.289997+00:00
60001487,44.3911667,-111.0516667,5.98,1350271823.6999989,1.19,d,F,2012-10-15 03:30:23.699999+00:00
60001492,44.3848333,-111.0205,15.72,1350272014.2000008,1.63,d,F,2012-10-15 03:33:34.200001+00:00
60001497,44.3943333,-111.035,6.02,1350272086.25,1.77,d,F,2012-10-15 03:34:46.250000+00:00
60001502,44.3856667,-111.0135,5.98,1350272169.6099997,1.46,d,F,2012-10-15 03:36:09.610000+00:00
60001505,44.4048333,-110.7601667,4.27,1374382069.6100006,0.7,d,F,2013-07-21 04:47:49.610001+00:00
60001507,44.4058333,-111.075,6.0,1350272229.2299995,1.45,d,F,2012-10-15 03:37:09.230000+00:00
60001510,44.55,-110.7913333,6.68,1375425844.64,1.06,d,F,2013-08-02 06:44:04.640000+00:00
60001512,44.3986667,-111.0543333,11.38,1350272401.1599998,1.95,d,F,2012-10-15 03:40:01.160000+00:00
60001517,44.3966667,-111.0421667,12.02,1350272509.7799988,1.89,l,F,2012-10-15 03:41:49.779999+00:00
60001520,44.6243333,-110.4061667,3.86,1376652120.97,0.25,d,F,2013-08-16 11:22:00.970000+00:00
60001522,44.396,-111.043,10.17,1350272720.5599997,2.76,l,F,2012-10-15 03:45:20.560000+00:00
60001525,44.0975,-110.6516667,11.88,1377499850.1800003,-9.99,h,F,2013-08-26 06:50:50.180000+00:00
60001530,44.7633333,-111.0868333,8.5,1378121389.8799973,0.77,l,F,2013-09-02 11:29:49.879997+00:00
60001532,44.4011667,-111.0576667,5.96,1350273168.7999992,1.47,d,F,2012-10-15 03:52:48.799999+00:00
60001537,44.4038333,-111.0635,5.99,1350273453.1499977,1.85,d,F,2012-10-15 03:57:33.149998+00:00
60001542,44.3783333,-110.9866667,5.97,1350273555.67,1.31,d,F,2012-10-15 03:59:15.670000+00:00
60001545,44.5686667,-110.7316667,7.05,1378290520.5599976,0.62,l,F,2013-09-04 10:28:40.559998+00:00
60001552,44.4016667,-111.0445,5.99,1350273673.0599997,1.52,d,F,2012-10-15 04:01:13.060000+00:00
60001557,44.3918333,-111.0478333,8.91,1350273735.4699993,3.1,l,F,2012-10-15 04:02:15.469999+00:00
60001560,44.5666667,-110.7346667,5.27,1378294733.2700005,1.32,d,F,2013-09-04 11:38:53.270000+00:00
60001562,44.3795,-111.013,10.88,1350274125.3499985,1.7,d,F,2012-10-15 04:08:45.349998+00:00
60001565,44.7458333,-110.7796667,2.82,1378310312.489998,-0.06,d,F,2013-09-04 15:58:32.489998+00:00
60001567,44.3898333,-111.0378333,5.99,1350274223.9699993,1.19,d,F,2012-10-15 04:10:23.969999+00:00
60001572,44.394,-111.0556667,7.07,1350274519.3400002,1.48,l,F,2012-10-15 04:15:19.340000+00:00
60001575,44.6685,-110.461,2.04,1378345189.5,0.84,d,F,2013-09-05 01:39:49.500000+00:00
60001577,44.3991667,-111.037,14.55,1350274652.3600006,1.69,l,F,2012-10-15 04:17:32.360001+00:00
60001580,44.6743333,-110.461,2.17,1378345211.0500002,1.16,d,F,2013-09-05 01:40:11.050000+00:00
60001582,44.3981667,-111.0718333,20.09,1350274844.1800003,1.28,d,F,2012-10-15 04:20:44.180000+00:00
60001585,44.3358333,-110.624,3.68,1378816355.0599976,-9.99,h,F,2013-09-10 12:32:35.059998+00:00
60001587,44.4135,-111.1081667,6.0,1350275613.1399994,1.63,d,F,2012-10-15 04:33:33.139999+00:00
60001590,44.334,-110.6196667,4.82,1378820004.8500004,1.39,d,F,2013-09-10 13:33:24.850000+00:00
60001595,44.3313333,-110.6216667,2.16,1378817120.0299988,1.77,d,F,2013-09-10 12:45:20.029999+00:00
60001597,44.385,-111.0198333,10.46,1350280337.369999,1.48,d,F,2012-10-15 05:52:17.369999+00:00
60001600,44.3281667,-110.6213333,2.12,1378820781.289999,1.18,d,F,2013-09-10 13:46:21.289999+00:00
60001605,44.3291667,-110.6233333,2.02,1378819224.1999989,0.91,d,F,2013-09-10 13:20:24.199999+00:00
60001607,44.3806667,-111.0201667,11.71,1350312078.2399998,1.58,d,F,2012-10-15 14:41:18.240000+00:00
60001610,44.5945,-110.8225,4.93,1379068884.9499989,1.79,d,F,2013-09-13 10:41:24.949999+00:00
60001620,44.772,-110.9903333,4.83,1379043304.21,1.21,l,F,2013-09-13 03:35:04.210000+00:00
60001625,44.7403333,-110.7791667,6.46,1379076957.949997,2.85,l,F,2013-09-13 12:55:57.949997+00:00
60001630,44.567,-110.82,9.1,1379058263.67,1.8,l,F,2013-09-13 07:44:23.670000+00:00
60001635,44.5766667,-110.8148333,4.33,1379060883.4099998,0.76,d,F,2013-09-13 08:28:03.410000+00:00
60001640,44.5955,-110.821,5.65,1379058488.3599997,1.07,d,F,2013-09-13 07:48:08.360000+00:00
60001645,44.5856667,-110.8301667,7.4,1379243460.86,3.24,l,F,2013-09-15 11:11:00.860000+00:00
60001650,44.619,-110.7988333,1.56,1379264845.209999,2.57,l,F,2013-09-15 17:07:25.209999+00:00
60001655,44.6016667,-110.838,1.55,1379060241.6599998,1.12,d,F,2013-09-13 08:17:21.660000+00:00
60001670,44.6658333,-110.824,-2.01,1379061257.869999,0.41,d,F,2013-09-13 08:34:17.869999+00:00
60001675,44.658,-110.8196667,-3.28,1379061246.96,0.25,d,F,2013-09-13 08:34:06.960000+00:00
60001680,44.5566667,-110.8205,6.05,1379243910.2299995,2.09,l,F,2013-09-15 11:18:30.230000+00:00
60001690,44.5976667,-110.8291667,3.1,1379062152.2399998,1.75,d,F,2013-09-13 08:49:12.240000+00:00
60001695,44.6016667,-110.8166667,4.68,1379063064.0499992,-9.99,h,F,2013-09-13 09:04:24.049999+00:00
60001700,44.5848333,-110.8163333,1.88,1379063107.4199996,0.99,d,F,2013-09-13 09:05:07.420000+00:00
60001702,44.3928333,-111.0616667,5.99,1350357474.8199997,1.43,d,F,2012-10-16 03:17:54.820000+00:00
60001712,44.404,-111.0775,18.54,1350368184.8099997,1.19,d,F,2012-10-16 06:16:24.810000+00:00
60001715,44.531,-110.7981667,-0.78,1379083704.4799995,1.26,d,F,2013-09-13 14:48:24.480000+00:00
60001717,44.3961667,-111.0436667,12.51,1350368381.9799995,1.55,l,F,2012-10-16 06:19:41.980000+00:00
60001720,44.5726667,-110.8193333,5.67,1379058578.3400002,1.31,l,F,2013-09-13 07:49:38.340000+00:00
60001725,44.5633333,-110.8071667,3.91,1379058658.0699997,2.57,d,F,2013-09-13 07:50:58.070000+00:00
60001730,44.5855,-110.8165,5.01,1379058676.1499996,2.2,d,F,2013-09-13 07:51:16.150000+00:00
60001735,44.5896667,-110.8101667,4.53,1379064071.0100002,0.86,d,F,2013-09-13 09:21:11.010000+00:00
60001740,44.5736667,-110.8145,2.2,1379064124.0899997,0.9,d,F,2013-09-13 09:22:04.090000+00:00
60001745,44.6028333,-110.8451667,4.64,1379064688.0599997,1.2,d,F,2013-09-13 09:31:28.060000+00:00
60001750,44.7658333,-110.7773333,7.52,1379080153.9799995,-0.16,d,F,2013-09-13 13:49:13.980000+00:00
60001755,44.5996667,-110.834,6.36,1379080287.1499996,0.98,d,F,2013-09-13 13:51:27.150000+00:00
60001760,44.569,-110.8085,4.45,1379083273.2199993,1.05,d,F,2013-09-13 14:41:13.219999+00:00
60001765,44.6625,-110.8175,0.27,1379084103.39,0.55,d,F,2013-09-13 14:55:03.390000+00:00
60001770,44.6461667,-110.8255,0.49,1379084143.2999992,-9.99,h,F,2013-09-13 14:55:43.299999+00:00
60001775,44.5588333,-110.8256667,6.59,1379084189.8599987,1.03,d,F,2013-09-13 14:56:29.859999+00:00
60001780,44.6271667,-110.8465,4.01,1379084202.2299995,-9.99,h,F,2013-09-13 14:56:42.230000+00:00
60001785,44.631,-110.8128333,1.56,1379224350.3499985,0.6,d,F,2013-09-15 05:52:30.349998+00:00
60001790,44.5813333,-110.8265,4.39,1379243188.17,0.8,l,F,2013-09-15 11:06:28.170000+00:00
60001797,44.3946667,-111.0433333,12.87,1350426515.1599998,1.59,l,F,2012-10-16 22:28:35.160000+00:00
60001800,44.5833333,-110.8358333,5.08,1379057316.709999,1.79,d,F,2013-09-13 07:28:36.709999+00:00
60001810,44.5703333,-110.8165,2.02,1379057564.1899986,0.58,d,F,2013-09-13 07:32:44.189999+00:00
60001815,44.5683333,-110.8126667,2.02,1379057956.92,0.71,d,F,2013-09-13 07:39:16.920000+00:00
60001820,44.5433333,-110.8275,2.55,1379057994.2199974,0.89,d,F,2013-09-13 07:39:54.219997+00:00
60001825,44.518,-110.791,3.06,1379058055.8400002,1.58,d,F,2013-09-13 07:40:55.840000+00:00
60001832,44.7178333,-111.0218333,4.92,1350480740.1800003,0.65,d,F,2012-10-17 13:32:20.180000+00:00
60001835,44.5705,-110.833,4.21,1379059001.6100006,1.48,d,F,2013-09-13 07:56:41.610001+00:00
60001840,44.5531667,-110.8081667,4.67,1379059191.4799995,0.75,l,F,2013-09-13 07:59:51.480000+00:00
60001845,44.5655,-110.8413333,0.53,1379157197.1399994,0.49,d,F,2013-09-14 11:13:17.139999+00:00
60001850,44.5826667,-110.8298333,1.81,1379157476.2299995,0.82,l,F,2013-09-14 11:17:56.230000+00:00
60001855,44.586,-110.8553333,1.0,1379157494.33,0.89,d,F,2013-09-14 11:18:14.330000+00:00
60001860,44.5745,-110.8271667,2.05,1379157521.1800003,0.74,d,F,2013-09-14 11:18:41.180000+00:00
60001865,44.742,-110.7775,4.1,1379163337.1100006,1.05,l,F,2013-09-14 12:55:37.110001+00:00
60001875,44.6161667,-110.83,1.19,1379223062.44,-9.99,h,F,2013-09-15 05:31:02.440000+00:00
60001885,44.6661667,-110.8096667,-1.42,1379223272.239998,0.86,d,F,2013-09-15 05:34:32.239998+00:00
60001890,44.6063333,-110.8265,3.92,1379224523.8999996,-9.99,h,F,2013-09-15 05:55:23.900000+00:00
60001900,44.5665,-110.8365,0.12,1379243761.21,2.29,d,F,2013-09-15 11:16:01.210000+00:00
60001905,44.5763333,-110.824,4.66,1379062242.6599998,1.59,d,F,2013-09-13 08:50:42.660000+00:00
60001925,44.57,-110.82,5.06,1379062548.9099998,1.17,d,F,2013-09-13 08:55:48.910000+00:00
60001927,44.812,-110.5555,5.77,1350582653.1499977,0.97,d,F,2012-10-18 17:50:53.149998+00:00
60001930,44.5468333,-110.8183333,2.18,1379062612.9699974,1.74,d,F,2013-09-13 08:56:52.969997+00:00
60001935,44.5556667,-110.8118333,2.08,1379062641.0699997,0.95,d,F,2013-09-13 08:57:21.070000+00:00
60001945,44.5933333,-110.806,2.89,1379244444.25,1.62,d,F,2013-09-15 11:27:24.250000+00:00
60001950,44.5428333,-110.8311667,2.01,1379244150.5999985,1.54,d,F,2013-09-15 11:22:30.599998+00:00
60001960,44.5563333,-110.824,2.04,1379244257.7199993,0.56,l,F,2013-09-15 11:24:17.719999+00:00
