time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-03-27T00:00:10.700Z,44.799,-110.774,3.93,1.99,md,17,98,0.0555,0.18,uu,uu60003655,2018-09-12T18:38:20.670Z,"20 km SSW of Mammoth, Wyoming",earthquake,0.4,0.81,0.606,6,reviewed,uu,uu
2014-03-26T23:59:00.890Z,44.8006667,-110.7776667,4.52,3.53,ml,22,99,0.0533,0.17,uu,uu60061297,2018-09-12T18:38:19.040Z,"20 km SSW of Mammoth, Wyoming",earthquake,0.37,0.6,0.236,6,reviewed,uu,uu
2014-03-26T22:57:19.830Z,44.8258333,-110.7665,3.72,0.98,md,11,205,0.07058,0.12,uu,uu60061292,2018-09-12T18:38:17.670Z,"17 km SSW of Mammoth, Wyoming",earthquake,0.69,1.32,0.309,4,reviewed,uu,uu
2014-03-26T19:25:52.650Z,44.8616667,-110.7581667,4.72,1.12,md,6,278,0.09846,0.03,uu,uu60061232,2018-09-12T18:38:16.390Z,"13 km SSW of Mammoth, Wyoming",earthquake,3.71,0.83,0.407,3,reviewed,uu,uu
2014-03-26T19:16:00.870Z,44.8176667,-110.7705,4.02,2.08,ml,18,201,0.06406,0.1,uu,uu60061222,2018-09-12T18:38:14.920Z,"18 km SSW of Mammoth, Wyoming",earthquake,0.61,0.48,0.464,5,reviewed,uu,uu
2014-03-26T19:14:36.760Z,44.8045,-110.7725,6.37,3,ml,27,99,0.05784,0.2,uu,uu60061217,2018-09-12T18:38:13.200Z,"19 km SSW of Mammoth, Wyoming",earthquake,0.46,1.06,0.355,6,reviewed,uu,uu
2014-03-26T18:08:36.770Z,44.7563333,-110.7833333,5.03,1.16,ml,6,158,0.05755,0.04,uu,uu60061197,2018-09-12T18:38:10.590Z,"25 km SSW of Mammoth, Wyoming",earthquake,1,2.38,0.348,3,reviewed,uu,uu
2014-03-26T02:24:23.000Z,44.8253333,-110.7625,11.44,1.19,ml,6,271,0.07275,0.07,uu,uu60061157,2018-09-12T18:38:09.290Z,"17 km SSW of Mammoth, Wyoming",earthquake,4.28,3.47,0.285,2,reviewed,uu,uu
2014-03-24T11:21:37.270Z,44.7783333,-110.7738333,7.49,1.69,ml,17,108,0.0555,0.13,uu,uu60060942,2018-09-12T18:38:05.180Z,"22 km SSW of Mammoth, Wyoming",earthquake,0.47,0.63,0.302,6,reviewed,uu,uu
2014-03-23T08:02:27.820Z,44.7678333,-110.767,7.89,1.97,ml,20,94,0.06118,0.1,uu,uu60060802,2018-09-12T18:37:59.610Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.48,0.41,0.389,6,reviewed,uu,uu
2014-03-22T08:44:39.390Z,44.8096667,-110.7698333,3.73,1.6,ml,8,197,0.06127,0.06,uu,uu60003625,2018-09-12T18:37:52.950Z,"19 km SSW of Mammoth, Wyoming",earthquake,0.8,1.71,0.099,2,reviewed,uu,uu
2014-03-22T08:44:09.310Z,44.8303333,-110.7641667,2.65,1.59,ml,13,120,0.07444,0.11,uu,uu60060677,2018-09-12T18:37:51.570Z,"16 km SSW of Mammoth, Wyoming",earthquake,0.7,1.28,0.422,4,reviewed,uu,uu
2014-03-22T05:46:27.610Z,44.8251667,-110.77,4.3,1.8,ml,17,119,0.06812,0.14,uu,uu60060647,2018-09-12T18:37:50.100Z,"17 km SSW of Mammoth, Wyoming",earthquake,0.63,0.58,0.318,5,reviewed,uu,uu
2014-03-22T05:39:38.590Z,44.7518333,-110.7855,7.75,1.65,ml,18,150,0.05895,0.13,uu,uu60060642,2018-09-12T18:37:48.610Z,"25 km SSW of Mammoth, Wyoming",earthquake,0.38,0.52,0.38,6,reviewed,uu,uu
2014-03-22T05:36:57.420Z,44.7513333,-110.7796667,7.81,2.32,ml,23,117,0.05956,0.14,uu,uu60060637,2018-09-12T18:37:45.750Z,"25 km SSW of Mammoth, Wyoming",earthquake,0.32,0.41,0.398,6,reviewed,uu,uu
2014-03-22T05:34:16.640Z,44.7561667,-110.7783333,7.83,1.85,ml,16,158,0.06063,0.1,uu,uu60060627,2018-09-12T18:37:44.250Z,"25 km SSW of Mammoth, Wyoming",earthquake,0.36,0.5,0.381,6,reviewed,uu,uu
2014-03-22T05:20:25.080Z,44.751,-110.7798333,7.9,2.29,ml,22,85,0.05953,0.17,uu,uu60060617,2018-09-12T18:37:42.650Z,"25 km SSW of Mammoth, Wyoming",earthquake,0.43,0.47,0.28,6,reviewed,uu,uu
2014-03-22T04:11:32.020Z,44.8295,-110.7623333,3.68,1.9,ml,15,119,0.07506,0.12,uu,uu60060612,2018-09-12T18:37:40.000Z,"17 km SSW of Mammoth, Wyoming",earthquake,0.49,0.9,0.321,3,reviewed,uu,uu
2014-03-21T16:53:59.820Z,44.8236667,-110.763,7.29,2.34,ml,29,99,0.07161,0.15,uu,uu60060527,2018-09-12T18:37:38.390Z,"17 km SSW of Mammoth, Wyoming",earthquake,0.28,0.48,0.372,5,reviewed,uu,uu
2014-03-21T15:51:28.350Z,44.8073333,-110.7703333,4.26,1.86,ml,16,100,0.06016,0.2,uu,uu60003580,2018-09-12T18:37:36.950Z,"19 km SSW of Mammoth, Wyoming",earthquake,0.55,0.9,0.471,2,reviewed,uu,uu
2014-03-21T15:51:15.270Z,44.8271667,-110.7655,6.12,1.69,ml,22,119,0.0719,0.13,uu,uu60060512,2018-09-12T18:37:35.450Z,"17 km SSW of Mammoth, Wyoming",earthquake,0.42,1.2,0.36,5,reviewed,uu,uu
2014-03-21T15:50:59.220Z,44.8238333,-110.7708333,4.35,0.96,ml,14,155,0.06691,0.1,uu,uu60060507,2018-09-12T18:37:34.080Z,"17 km SSW of Mammoth, Wyoming",earthquake,0.61,0.43,0.51,2,reviewed,uu,uu
2014-03-21T10:20:02.080Z,44.7471667,-110.7816667,6.5,0.98,ml,6,159,0.05929,0.08,uu,uu60060497,2018-09-12T18:37:32.780Z,"26 km SSW of Mammoth, Wyoming",earthquake,1.15,2.88,0.687,2,reviewed,uu,uu
2014-03-21T07:31:42.830Z,44.7846667,-110.7815,7.53,0.65,ml,8,209,0.04927,0.14,uu,uu60060492,2018-09-12T18:37:28.970Z,"22 km SSW of Mammoth, Wyoming",earthquake,0.96,1.16,0.17,2,reviewed,uu,uu
2014-03-21T05:56:01.190Z,44.7521667,-110.7765,4.11,1,ml,7,172,0.06392,0.23,uu,uu60060482,2018-09-12T18:37:27.660Z,"25 km SSW of Mammoth, Wyoming",earthquake,1.47,2.93,0.279,2,reviewed,uu,uu
2014-03-21T05:48:52.250Z,44.7651667,-110.7791667,5.89,1.19,ml,7,189,0.05584,0.09,uu,uu60060477,2018-09-12T18:37:26.370Z,"24 km SSW of Mammoth, Wyoming",earthquake,2.28,4.14,0.336,2,reviewed,uu,uu
2014-03-21T05:22:15.910Z,44.7918333,-110.7628333,10.04,0.91,ml,6,220,0.06252,0.06,uu,uu60060472,2018-09-12T18:37:25.060Z,"21 km SSW of Mammoth, Wyoming",earthquake,1.11,1.24,0.243,2,reviewed,uu,uu
2014-03-21T00:54:52.130Z,44.7646667,-110.7815,7.51,1.99,ml,16,88,0.05454,0.18,uu,uu60060457,2018-09-12T18:37:23.580Z,"Wyoming",earthquake,0.48,0.82,0.25,6,reviewed,uu,uu
2014-03-20T23:30:59.740Z,44.752,-110.7883333,3.11,0.88,ml,7,162,0.05728,0.19,uu,uu60060452,2018-09-12T18:37:22.240Z,"25 km SSW of Mammoth, Wyoming",earthquake,0.73,3.04,0.355,2,reviewed,uu,uu
2014-03-20T21:46:38.670Z,44.7476667,-110.784,1.06,0.28,md,6,159,0.06102,0.07,uu,uu60060437,2018-09-12T18:37:20.960Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.69,0.46,0.632,3,reviewed,uu,uu
2014-03-20T21:27:21.510Z,44.7583333,-110.7976667,5.21,0.92,ml,7,166,0.04812,0.16,uu,uu60060432,2018-09-12T18:37:19.640Z,"25 km SSW of Mammoth, Wyoming",earthquake,1.99,4.33,0.358,2,reviewed,uu,uu
2014-03-20T20:45:04.970Z,44.7541667,-110.7861667,2.14,0.92,ml,5,169,0.05716,0.03,uu,uu60060427,2018-09-12T18:37:18.350Z,"25 km SSW of Mammoth, Wyoming",earthquake,0.98,31.61,0.337,2,reviewed,uu,uu
2014-03-20T20:17:48.200Z,44.752,-110.7846667,1.38,0.98,ml,7,165,0.05932,0.15,uu,uu60060412,2018-09-12T18:37:17.000Z,"25 km SSW of Mammoth, Wyoming",earthquake,1.21,0.9,0.374,2,reviewed,uu,uu
2014-03-20T11:13:49.160Z,44.7861667,-110.7793333,10.82,0.88,ml,6,221,0.05072,0.1,uu,uu60060327,2018-09-12T18:37:14.440Z,"22 km SSW of Mammoth, Wyoming",earthquake,2.41,4.04,0.266,2,reviewed,uu,uu
2014-03-20T06:12:17.580Z,44.7841667,-110.7765,8.93,0.81,ml,5,219,0.05286,0.03,uu,uu60060312,2018-09-12T18:37:10.590Z,"22 km SSW of Mammoth, Wyoming",earthquake,2.53,4.02,0.156,2,reviewed,uu,uu
2014-03-19T20:03:28.510Z,44.7591667,-110.7811667,7.82,1.94,ml,19,86,0.05735,0.2,uu,uu60060277,2018-09-12T18:37:07.810Z,"24 km SSW of Mammoth, Wyoming",earthquake,0.46,0.69,0.257,6,reviewed,uu,uu
2014-03-19T19:47:09.950Z,44.754,-110.7841667,2.16,-0.45,md,4,170,0.0584,0.04,uu,uu60060272,2018-09-12T18:37:06.580Z,"25 km SSW of Mammoth, Wyoming",earthquake,0.38,31.61,,1,reviewed,uu,uu
2014-03-18T03:13:24.560Z,44.735,-110.7801667,4.5,0.86,md,9,138,0.05516,0.13,uu,uu60060062,2018-09-12T18:37:01.180Z,"26 km ENE of West Yellowstone, Montana",earthquake,0.4,1.24,0.385,3,reviewed,uu,uu
2014-03-18T03:13:09.380Z,44.7301667,-110.7835,3.39,0.07,md,4,140,0.07524,0.09,uu,uu60003540,2018-09-12T18:36:59.930Z,"26 km ENE of West Yellowstone, Montana",earthquake,0.47,31.61,0.372,3,reviewed,uu,uu
2014-03-17T07:02:37.650Z,44.7805,-110.7826667,5.68,0.6,md,8,182,0.04894,0.12,uu,uu60059787,2018-09-12T18:36:57.260Z,"22 km SSW of Mammoth, Wyoming",earthquake,0.74,0.99,0.642,3,reviewed,uu,uu
2014-03-16T18:59:27.610Z,44.7355,-110.7891667,6.52,1.21,ml,13,134,0.06158,0.1,uu,uu60059732,2018-09-12T18:36:55.860Z,"26 km ENE of West Yellowstone, Montana",earthquake,0.41,0.85,0.31,4,reviewed,uu,uu
2014-03-16T18:14:22.430Z,44.7626667,-110.7763333,5.29,0.98,md,10,188,0.05873,0.09,uu,uu60059722,2018-09-12T18:36:54.540Z,"24 km SSW of Mammoth, Wyoming",earthquake,1.05,2.33,0.506,3,reviewed,uu,uu
2014-03-16T16:23:34.410Z,44.7423333,-110.7856667,6.72,0.93,md,5,154,0.06518,0.07,uu,uu60059707,2018-09-12T18:36:52.070Z,"26 km ENE of West Yellowstone, Montana",earthquake,0.81,3.08,0.361,3,reviewed,uu,uu
2014-03-16T00:23:20.850Z,44.7503333,-110.7693333,9.02,2.09,ml,19,88,0.0525,0.11,uu,uu60059627,2018-09-12T18:36:45.090Z,"25 km SSW of Mammoth, Wyoming",earthquake,0.34,0.5,0.514,6,reviewed,uu,uu
2014-03-14T07:56:42.880Z,44.751,-110.7858333,7.25,0.96,ml,7,162,0.05929,0.16,uu,uu60059327,2018-09-12T18:36:37.330Z,"25 km SSW of Mammoth, Wyoming",earthquake,0.74,1.8,0.47,3,reviewed,uu,uu
2014-03-13T16:51:59.880Z,44.7406667,-110.7723333,8.33,0.9,ml,7,155,0.05093,0.14,uu,uu60059242,2018-09-12T18:36:34.740Z,"26 km SSW of Mammoth, Wyoming",earthquake,1.3,3.94,0.62,2,reviewed,uu,uu
2014-03-13T14:56:34.320Z,44.8031667,-110.8106667,5.46,0.19,md,9,190,0.03201,0.05,uu,uu60059237,2018-09-12T18:36:33.460Z,"21 km SSW of Mammoth, Wyoming",earthquake,0.63,0.66,0.426,3,reviewed,uu,uu
2014-03-11T11:16:27.030Z,44.7468333,-110.78,6.55,1.64,ml,16,148,0.05806,0.18,uu,uu60058992,2018-09-12T18:36:28.070Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.44,1.2,0.353,5,reviewed,uu,uu
2014-03-11T11:05:30.550Z,44.755,-110.7843333,6.17,0.37,md,7,171,0.05772,0.1,uu,uu60003515,2018-09-12T18:36:26.770Z,"25 km SSW of Mammoth, Wyoming",earthquake,1.15,2.62,0.483,3,reviewed,uu,uu
2014-03-11T11:05:11.990Z,44.7475,-110.783,6.98,1.42,ml,15,147,0.06029,0.11,uu,uu60058982,2018-09-12T18:36:25.340Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.38,0.93,0.264,4,reviewed,uu,uu
2014-03-11T11:04:34.790Z,44.7481667,-110.7881667,6.35,1.77,ml,17,81,0.05987,0.19,uu,uu60058987,2018-09-12T18:36:23.780Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.4,0.95,0.363,6,reviewed,uu,uu
2014-03-11T11:03:42.730Z,44.7536667,-110.7825,6.44,1.6,ml,17,154,0.05956,0.14,uu,uu60058977,2018-09-12T18:36:22.270Z,"25 km SSW of Mammoth, Wyoming",earthquake,0.35,0.82,0.263,4,reviewed,uu,uu
2014-03-11T10:59:10.550Z,44.745,-110.7885,6.04,2.06,ml,19,80,0.06187,0.17,uu,uu60058967,2018-09-12T18:36:20.680Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.34,0.95,0.336,6,reviewed,uu,uu
2014-03-11T10:57:31.660Z,44.7548333,-110.779,7.94,1.16,ml,10,156,0.06096,0.11,uu,uu60058962,2018-09-12T18:36:19.280Z,"25 km SSW of Mammoth, Wyoming",earthquake,0.44,0.7,0.294,3,reviewed,uu,uu
2014-03-10T06:53:55.430Z,44.7431667,-110.798,7.52,0.86,md,8,147,0.05863,0.09,uu,uu60058857,2018-09-12T18:36:09.610Z,"25 km ENE of West Yellowstone, Montana",earthquake,0.55,1.22,0.598,4,reviewed,uu,uu
2014-03-10T06:36:13.910Z,44.7555,-110.7926667,9.91,0.57,md,11,165,0.05267,0.08,uu,uu60058852,2018-09-12T18:36:08.330Z,"25 km SSW of Mammoth, Wyoming",earthquake,0.57,0.87,0.559,3,reviewed,uu,uu
2014-03-10T00:52:58.490Z,44.7891667,-110.7608333,2.9,1.65,ml,11,105,0.06385,0.11,uu,uu60058832,2018-09-12T18:36:06.940Z,"21 km NNE of Mammoth, WY",earthquake,0.32,3.17,0.139,2,reviewed,uu,uu
2014-03-09T05:44:42.280Z,44.8383333,-110.6583333,11.45,1.32,ml,12,109,0.1237,0.22,uu,uu60058767,2018-09-12T18:36:04.270Z,"15 km SSE of Mammoth, Wyoming",earthquake,0.54,1.12,0.253,3,reviewed,uu,uu
2014-03-09T03:44:45.280Z,44.7388333,-110.7823333,7.96,0.75,ml,7,151,0.06934,0.12,uu,uu60058747,2018-09-12T18:36:00.040Z,"26 km ENE of West Yellowstone, Montana",earthquake,0.78,1.39,0.313,2,reviewed,uu,uu
2014-03-08T21:47:28.020Z,44.7323333,-110.7833333,2.23,0.82,ml,6,135,0.05706,0.07,uu,uu60058737,2018-09-12T18:35:58.700Z,"26 km ENE of West Yellowstone, Montana",earthquake,0.26,31.61,0.606,2,reviewed,uu,uu
2014-03-07T09:57:41.620Z,44.7446667,-110.8116667,5.02,0.93,ml,7,139,0.05169,0.11,uu,uu60058542,2018-09-12T18:35:51.880Z,"24 km ENE of West Yellowstone, Montana",earthquake,0.75,2.06,0.341,2,reviewed,uu,uu
2014-03-07T09:32:00.000Z,44.7491667,-110.8061667,8.75,1.05,ml,9,145,0.05031,0.16,uu,uu60058532,2018-09-12T18:35:50.530Z,"25 km ENE of West Yellowstone, Montana",earthquake,0.63,1.96,0.354,2,reviewed,uu,uu
2014-03-06T19:36:22.570Z,44.7291667,-110.783,2.05,0.67,md,8,131,0.05659,0.14,uu,uu60003395,2018-09-12T18:35:47.960Z,"26 km ENE of West Yellowstone, Montana",earthquake,0.41,7.83,0.091,3,reviewed,uu,uu
2014-03-06T19:36:00.230Z,44.7435,-110.7765,6.2,1.5,ml,13,146,0.0546,0.14,uu,uu60058462,2018-09-12T18:35:45.300Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.4,0.95,0.191,5,reviewed,uu,uu
2014-03-06T06:16:47.630Z,44.7423333,-110.7776667,6.06,1.33,ml,13,145,0.05504,0.14,uu,uu60058432,2018-09-12T18:35:43.900Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.44,1.09,0.29,4,reviewed,uu,uu
2014-03-05T17:29:40.430Z,44.7661667,-110.7211667,12.87,-0.35,md,6,271,0.09474,0.15,uu,uu60058357,2018-09-12T18:35:42.630Z,"23 km S of Mammoth, Wyoming",earthquake,3.29,3.73,0.107,2,reviewed,uu,uu
2014-03-05T16:33:20.200Z,44.7458333,-110.782,7.92,1.69,ml,13,146,0.05906,0.14,uu,uu60058347,2018-09-12T18:35:41.250Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.42,0.6,0.066,3,reviewed,uu,uu
2014-03-05T11:37:43.950Z,44.746,-110.7768333,6.77,1.31,ml,12,150,0.05565,0.14,uu,uu60058317,2018-09-12T18:35:39.830Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.42,0.86,0.394,3,reviewed,uu,uu
2014-03-05T01:52:49.480Z,44.7465,-110.7735,6.13,1.67,ml,15,150,0.05362,0.16,uu,uu60058272,2018-09-12T18:35:38.380Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.54,0.9,0.189,4,reviewed,uu,uu
2014-03-05T01:23:27.610Z,44.7443333,-110.776,7.19,1.5,ml,17,147,0.05453,0.16,uu,uu60058262,2018-09-12T18:35:36.900Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.47,0.78,0.339,5,reviewed,uu,uu
2014-03-04T16:38:50.810Z,44.7348333,-110.7705,6.15,1.11,ml,8,145,0.04834,0.07,uu,uu60058192,2018-09-12T18:35:35.590Z,"27 km SSW of Mammoth, Wyoming",earthquake,0.92,3.2,0.528,2,reviewed,uu,uu
2014-03-04T08:34:17.540Z,44.7393333,-110.7776667,5.01,1.5,ml,13,142,0.05426,0.13,uu,uu60058172,2018-09-12T18:35:32.990Z,"27 km SSW of Mammoth, Wyoming",earthquake,0.39,0.89,0.117,3,reviewed,uu,uu
2014-03-04T04:31:50.990Z,44.7416667,-110.7803333,4.92,1.52,ml,16,143,0.05669,0.13,uu,uu60058152,2018-09-12T18:35:30.200Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.25,0.4,0.308,5,reviewed,uu,uu
2014-03-03T21:20:06.030Z,44.7425,-110.7771667,4.87,1.36,ml,10,145,0.05475,0.13,uu,uu60058107,2018-09-12T18:35:27.580Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.61,0.54,0.264,4,reviewed,uu,uu
2014-03-03T01:01:06.180Z,44.8106667,-110.6406667,2.4,1.66,ml,9,233,0.09539,0.08,uu,uu60058067,2018-09-12T18:35:23.250Z,"19 km SSE of Mammoth, Wyoming",earthquake,0.83,31.61,0.134,2,reviewed,uu,uu
2014-03-02T07:45:49.450Z,44.7376667,-110.782,7.89,1.99,ml,28,58,0.05692,0.16,uu,uu60057977,2018-09-12T18:35:20.000Z,"26 km ENE of West Yellowstone, Montana",earthquake,0.33,0.45,0.481,6,reviewed,uu,uu
2014-03-02T06:29:57.830Z,44.7481667,-110.7828333,7.31,1.66,ml,17,148,0.06042,0.14,uu,uu60057967,2018-09-12T18:35:18.520Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.39,0.66,0.345,4,reviewed,uu,uu
2014-03-02T06:29:30.680Z,44.747,-110.7841667,5.4,1.27,ml,7,146,0.0609,0.14,uu,uu60003345,2018-09-12T18:35:17.200Z,"26 km SSW of Mammoth, Wyoming",earthquake,1.05,3,0.059,2,reviewed,uu,uu
2014-03-02T05:56:51.370Z,44.7411667,-110.7846667,4.67,0.14,md,7,140,0.05954,0.08,uu,uu60003365,2018-09-12T18:35:15.910Z,"26 km ENE of West Yellowstone, Montana",earthquake,0.39,0.74,0.406,2,reviewed,uu,uu
2014-03-02T05:56:34.170Z,44.7543333,-110.7396667,14.09,0.31,md,10,168,0.03784,0.15,uu,uu60057962,2018-09-12T18:35:14.630Z,"24 km S of Mammoth, Wyoming",earthquake,1.04,1.77,0.425,3,reviewed,uu,uu
2014-03-02T05:56:26.080Z,44.7363333,-110.7848333,3.25,-0.15,md,4,138,0.06994,0.06,uu,uu60003360,2018-09-12T18:35:13.410Z,"26 km ENE of West Yellowstone, Montana",earthquake,1.01,31.61,,1,reviewed,uu,uu
2014-03-02T05:55:51.540Z,44.7395,-110.7865,2.15,-0.03,md,5,145,0.06043,0.06,uu,uu60003340,2018-09-12T18:35:12.130Z,"26 km ENE of West Yellowstone, Montana",earthquake,0.39,31.61,0.461,3,reviewed,uu,uu
2014-03-02T05:55:23.220Z,44.7421667,-110.777,8.18,1.98,ml,26,63,0.05454,0.15,uu,uu60057957,2018-09-12T18:35:10.550Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.34,0.67,0.356,6,reviewed,uu,uu
2014-03-01T22:30:25.930Z,44.7345,-110.7726667,7.99,1.72,ml,19,68,0.0498,0.15,uu,uu60057947,2018-09-12T18:35:07.820Z,"27 km ENE of West Yellowstone, Montana",earthquake,0.47,0.52,0.407,6,reviewed,uu,uu
2014-03-01T19:09:02.150Z,44.7468333,-110.7755,7.87,1.27,ml,12,150,0.05506,0.11,uu,uu60057922,2018-09-12T18:35:06.460Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.52,0.7,0.363,3,reviewed,uu,uu
2014-03-01T19:00:08.370Z,44.7438333,-110.7783333,6.99,2.01,ml,20,82,0.05595,0.18,uu,uu60057917,2018-09-12T18:35:04.950Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.47,1.07,0.465,5,reviewed,uu,uu
2014-03-01T18:57:50.240Z,44.742,-110.7781667,5.74,1.62,ml,14,144,0.05529,0.18,uu,uu60057912,2018-09-12T18:35:03.520Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.45,1.33,0.37,4,reviewed,uu,uu
2014-03-01T18:50:38.150Z,44.746,-110.7821667,6.65,1.41,ml,12,146,0.05923,0.16,uu,uu60057902,2018-09-12T18:35:02.110Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.47,1.44,0.312,4,reviewed,uu,uu
2014-03-01T18:50:07.400Z,44.7425,-110.7883333,7.77,1.06,ml,8,147,0.06241,0.28,uu,uu60057907,2018-09-12T18:35:00.770Z,"26 km ENE of West Yellowstone, Montana",earthquake,1.58,4.47,0.465,2,reviewed,uu,uu
2014-03-01T18:46:44.320Z,44.7431667,-110.7781667,2.76,0.29,md,4,159,0.06852,0.05,uu,uu60003325,2018-09-12T18:34:59.440Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.59,31.61,0.613,3,reviewed,uu,uu
2014-03-01T18:46:35.420Z,44.7436667,-110.7873333,2.86,-0.5,md,4,155,0.0634,0.05,uu,uu60003315,2018-09-12T18:34:58.220Z,"26 km ENE of West Yellowstone, Montana",earthquake,0.47,31.61,0.409,2,reviewed,uu,uu
2014-03-01T18:46:06.580Z,44.7466667,-110.7813333,6.15,1.56,ml,15,147,0.05889,0.18,uu,uu60057892,2018-09-12T18:34:56.800Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.44,0.96,0.327,4,reviewed,uu,uu
2014-03-01T18:44:40.470Z,44.7363333,-110.777,10.24,2.88,ml,24,64,0.05316,0.29,uu,uu60057887,2018-09-12T18:34:53.920Z,"27 km ENE of West Yellowstone, Montana",earthquake,0.48,0.79,0.263,6,reviewed,uu,uu
2014-03-01T18:44:38.410Z,44.7443333,-110.7821667,4.72,1.88,ml,7,158,0.06561,0.09,uu,uu60003335,2018-09-12T18:34:52.470Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.47,0.87,0.105,5,reviewed,uu,uu
2014-03-01T18:44:23.160Z,44.7401667,-110.7766667,6.79,1.77,ml,11,143,0.05377,0.12,uu,uu60057882,2018-09-12T18:34:51.100Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.6,1.39,0.423,5,reviewed,uu,uu
2014-02-27T10:12:53.940Z,44.7443333,-110.7786667,5.75,1.75,ml,20,82,0.05633,0.19,uu,uu60057527,2018-09-12T18:34:45.640Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.46,1.24,0.259,4,reviewed,uu,uu
2014-02-26T01:48:59.190Z,44.8058333,-110.8118333,6.48,0.69,ml,10,192,0.03262,0.05,uu,uu60057427,2018-09-12T18:34:44.250Z,"20 km SSW of Mammoth, Wyoming",earthquake,0.48,0.59,0.278,3,reviewed,uu,uu
2014-02-26T01:21:24.500Z,44.8035,-110.8115,4.69,0.98,ml,12,190,0.03164,0.13,uu,uu60057422,2018-09-12T18:34:42.860Z,"21 km SSW of Mammoth, Wyoming",earthquake,0.82,0.58,0.28,4,reviewed,uu,uu
2014-02-25T10:36:43.330Z,44.7461667,-110.7973333,7.13,1.8,ml,16,81,0.05667,0.19,uu,uu60057362,2018-09-12T18:34:39.850Z,"26 km ENE of West Yellowstone, Montana",earthquake,0.49,0.97,0.324,6,reviewed,uu,uu
2014-02-25T00:22:21.140Z,44.746,-110.778,5.33,1.23,ml,12,148,0.05643,0.13,uu,uu60057337,2018-09-12T18:34:38.400Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.41,0.96,0.269,4,reviewed,uu,uu
2014-02-23T21:20:24.290Z,44.7533333,-110.8021667,8.51,1.44,ml,13,145,0.04909,0.16,uu,uu60057272,2018-09-12T18:34:35.580Z,"25 km ENE of West Yellowstone, Montana",earthquake,0.41,0.7,0.292,5,reviewed,uu,uu
2014-02-23T13:55:49.610Z,44.7448333,-110.7805,7.93,1.76,ml,17,145,0.05773,0.13,uu,uu60057257,2018-09-12T18:34:34.060Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.41,0.48,0.379,6,reviewed,uu,uu
2014-02-23T13:22:46.540Z,44.7466667,-110.7786667,8.28,1.09,ml,9,160,0.05711,0.13,uu,uu60057252,2018-09-12T18:34:32.660Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.52,1.31,0.34,3,reviewed,uu,uu
2014-02-20T19:01:22.980Z,44.7448333,-110.8033333,2.48,0.03,md,5,145,0.05496,0.13,uu,uu60003160,2018-09-12T18:34:27.440Z,"25 km ENE of West Yellowstone, Montana",earthquake,0.56,31.61,0.676,2,reviewed,uu,uu
2014-02-20T19:01:02.420Z,44.7498333,-110.8081667,5.54,1.38,ml,10,136,0.0489,0.1,uu,uu60003155,2018-09-12T18:34:26.090Z,"25 km ENE of West Yellowstone, Montana",earthquake,0.61,1.68,0.441,2,reviewed,uu,uu
2014-02-20T19:00:37.660Z,44.7691667,-110.8016667,13.4,1.24,ml,8,164,0.03971,0.11,uu,uu60057087,2018-09-12T18:34:24.760Z,"24 km SSW of Mammoth, Wyoming",earthquake,1.75,2.72,0.419,2,reviewed,uu,uu
2014-02-20T05:02:07.090Z,44.7495,-110.8001667,7.94,1.32,ml,12,140,0.05285,0.17,uu,uu60057037,2018-09-12T18:34:20.670Z,"25 km ENE of West Yellowstone, Montana",earthquake,0.44,0.81,0.251,4,reviewed,uu,uu
2014-02-19T14:49:26.560Z,44.7348333,-110.6433333,5.27,1.48,ml,11,154,0.03204,0.14,uu,uu60056917,2018-09-12T18:34:14.800Z,"27 km S of Mammoth, Wyoming",earthquake,0.71,0.58,0.411,4,reviewed,uu,uu
