time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-05-31T08:30:55.700Z,44.8282,-110.7617,6.4,1.1,Ml,,255.6,0.07186522,0.16,uu,uu60070592,2014-06-02T15:04:49.690Z,"17 km SSW of Mammoth, Wyoming",earthquake,2.8,1.5,0.5,3,reviewed,uu,uu
2014-05-31T08:21:50.700Z,44.7885,-110.7667,4.3,1.2,Ml,,230.4,0.06288207,0.12,uu,uu60070582,2014-06-02T14:28:44.395Z,"21 km SSW of Mammoth, Wyoming",earthquake,1.3,0.8,0.5,3,reviewed,uu,uu
2014-05-31T08:11:33.300Z,44.826,-110.7512,6.8,1.4,Ml,,237.6,0.08084838,0.05,uu,uu60070577,2014-06-02T14:40:04.478Z,"17 km SSW of Mammoth, Wyoming",earthquake,1.2,0.8,0.3,4,reviewed,uu,uu
2014-05-31T08:02:13.100Z,44.7867,-110.7652,4.7,2.6,Ml,,104.4,0.06288207,0.14,uu,uu60070572,2014-08-26T01:21:05.000Z,"21 km SSW of Mammoth, Wyoming",earthquake,0.4,0.4,0.3,6,reviewed,uu,uu
2014-05-22T17:20:13.700Z,44.7798,-110.7693,10.7,1,Ml,,212.4,0.05389892,0.05,uu,uu60069622,2014-05-22T22:02:57.152Z,"22 km SSW of Mammoth, Wyoming",earthquake,0.7,1.3,0.2,3,reviewed,uu,uu
2014-05-22T16:57:46.400Z,44.784,-110.7668,9.5,1.4,Ml,,111.6,0.06288207,0.1,uu,uu60069617,2014-05-22T21:55:12.088Z,"22 km SSW of Mammoth, Wyoming",earthquake,0.6,1.1,0.2,3,reviewed,uu,uu
2014-05-22T16:37:40.600Z,44.7835,-110.7682,9.1,1.5,Ml,,212.4,0.06288207,0.09,uu,uu60069607,2014-05-22T21:30:36.908Z,"22 km SSW of Mammoth, Wyoming",earthquake,0.6,1.2,0.4,5,reviewed,uu,uu
2014-05-22T16:32:26.200Z,44.7597,-110.7818,6.4,1.8,Md,,180,0.05389892,0.18,uu,uu60004945,2014-05-23T17:02:00.312Z,"24 km SSW of Mammoth, Wyoming",earthquake,1.1,2,0.5,3,reviewed,uu,uu
2014-05-22T16:32:16.800Z,44.7785,-110.7742,9,1.9,Ml,,183.6,0.05389892,0.05,uu,uu60004940,2014-05-22T21:12:06.781Z,"22 km SSW of Mammoth, Wyoming",earthquake,0.9,0.6,0.2,6,reviewed,uu,uu
2014-05-22T16:32:08.000Z,44.7848,-110.7698,9.6,0.5,Md,,212.4,0.05389892,0.04,uu,uu60069602,2014-05-22T17:57:15.548Z,"21 km SSW of Mammoth, Wyoming",earthquake,1,0.6,0.4,3,reviewed,uu,uu
2014-05-22T15:36:16.000Z,44.7818,-110.767,10.2,1.5,Ml,,212.4,0.06288207,0.1,uu,uu60069597,2014-05-22T17:43:25.448Z,"22 km SSW of Mammoth, Wyoming",earthquake,0.8,1.1,0.3,4,reviewed,uu,uu
2014-05-21T23:09:56.600Z,44.8567,-110.672,2.6,1.7,Ml,,122.4,0.14373045,0.21,uu,uu60069547,2014-05-22T15:35:34.588Z,"13 km S of Mammoth, Wyoming",earthquake,1.4,2.9,0.3,2,reviewed,uu,uu
2014-05-19T07:23:07.300Z,44.8265,-110.7612,4.1,1,Ml,,205.2,0.07186522,0.1,uu,uu60069212,2014-05-19T14:00:24.736Z,"17 km SSW of Mammoth, Wyoming",earthquake,0.7,0.6,0.4,3,reviewed,uu,uu
2014-05-18T17:43:16.300Z,44.8223,-110.7585,5.5,2,Ml,,100.8,0.07186522,0.14,uu,uu60069127,2014-05-19T16:36:03.854Z,"17 km SSW of Mammoth, Wyoming",earthquake,0.6,1.2,0.6,5,reviewed,uu,uu
2014-05-16T18:31:12.100Z,44.8268,-110.7627,4,2.1,Ml,,118.8,0.07186522,0.13,uu,uu60068992,2014-05-16T20:33:59.384Z,"17 km SSW of Mammoth, Wyoming",earthquake,0.5,0.6,0.3,4,reviewed,uu,uu
2014-05-16T06:07:50.800Z,44.8138,-110.7657,4.4,1.9,Ml,,198,0.06288207,0.12,uu,uu60068912,2014-05-16T15:39:47.935Z,"18 km SSW of Mammoth, Wyoming",earthquake,0.7,0.5,0.4,3,reviewed,uu,uu
2014-05-16T05:12:14.900Z,44.8245,-110.7585,4.2,1.9,Ml,,118.8,0.07186522,0.13,uu,uu60068907,2014-05-16T15:27:22.822Z,"17 km SSW of Mammoth, Wyoming",earthquake,0.4,0.5,0.4,5,reviewed,uu,uu
2014-05-16T02:51:33.300Z,44.8057,-110.7593,4.6,1.2,Ml,,198,0.06288207,0.16,uu,uu60068902,2014-05-16T15:27:27.846Z,"19 km SSW of Mammoth, Wyoming",earthquake,0.8,0.5,0.4,3,reviewed,uu,uu
2014-05-15T13:22:26.880Z,44.8041667,-110.7621667,4.18,1.46,ml,14,195,0.06485,0.17,uu,uu60068757,2018-09-12T18:47:43.470Z,"19 km SSW of Mammoth, Wyoming",earthquake,0.63,0.52,0.071,2,reviewed,uu,uu
2014-05-15T13:20:42.700Z,44.7996667,-110.823,4.79,0.52,ml,10,207,0.02262,0.15,uu,uu60068752,2018-09-12T18:47:42.090Z,"21 km SSW of Mammoth, Wyoming",earthquake,0.86,0.45,0.461,2,reviewed,uu,uu
2014-05-11T00:54:43.350Z,44.8238333,-110.7596667,6.12,1.12,ml,15,118,0.07377,0.14,uu,uu60068237,2018-09-12T18:47:31.310Z,"17 km SSW of Mammoth, Wyoming",earthquake,0.57,1.42,0.368,3,reviewed,uu,uu
2014-05-10T18:18:48.250Z,44.8046667,-110.7616667,4.44,1.6,ml,11,196,0.06532,0.13,uu,uu60068197,2018-09-12T18:47:28.300Z,"19 km SSW of Mammoth, Wyoming",earthquake,0.72,0.6,0.157,3,reviewed,uu,uu
2014-05-10T07:08:21.250Z,44.819,-110.7645,5.2,1.45,ml,16,153,0.06847,0.13,uu,uu60068157,2018-09-12T18:47:25.490Z,"18 km SSW of Mammoth, Wyoming",earthquake,0.64,1.59,0.451,6,reviewed,uu,uu
2014-05-10T06:58:38.070Z,44.8226667,-110.757,6.37,1.84,ml,22,118,0.07489,0.16,uu,uu60068152,2018-09-12T18:47:23.940Z,"17 km SSW of Mammoth, Wyoming",earthquake,0.49,1.08,0.394,5,reviewed,uu,uu
2014-05-04T11:58:42.310Z,44.7601667,-110.772,8.09,1.23,ml,9,187,0.05918,0.06,uu,uu60067052,2018-09-12T18:46:42.580Z,"24 km SSW of Mammoth, Wyoming",earthquake,0.64,1.34,0.271,3,reviewed,uu,uu
2014-05-02T01:50:46.130Z,44.83,-110.7741667,4.36,0.35,md,11,206,0.06847,0.08,uu,uu60066797,2018-09-12T18:46:34.550Z,"17 km SSW of Mammoth, Wyoming",earthquake,1.16,0.56,0.312,3,reviewed,uu,uu
2014-04-27T00:20:02.320Z,44.7325,-110.7715,5.45,1.15,ml,7,142,0.0487,0.08,uu,uu60066357,2018-09-12T18:46:27.930Z,"27 km ENE of West Yellowstone, Montana",earthquake,1.04,3.28,0.591,2,reviewed,uu,uu
2014-04-23T19:07:30.320Z,44.7503333,-110.7571667,11.34,1.56,ml,13,162,0.04494,0.14,uu,uu60065997,2018-09-12T18:46:22.480Z,"Wyoming",earthquake,0.76,1.02,0.209,4,reviewed,uu,uu
2014-04-20T13:06:30.390Z,44.7345,-110.7755,7.1,1.19,ml,12,140,0.0518,0.11,uu,uu60065532,2018-09-12T18:46:05.360Z,"27 km ENE of West Yellowstone, Montana",earthquake,1.08,0.97,0.39,2,reviewed,uu,uu
2014-04-18T09:23:40.150Z,44.7323333,-110.7765,4.61,1.31,ml,10,138,0.05222,0.1,uu,uu60065267,2018-09-12T18:45:43.880Z,"27 km ENE of West Yellowstone, Montana",earthquake,0.39,0.92,0.286,4,reviewed,uu,uu
2014-04-15T15:41:32.100Z,44.8228333,-110.7986667,4.08,1.2,ml,13,120,0.05052,0.1,uu,uu60064897,2018-09-12T18:45:38.320Z,"18 km SSW of Mammoth, Wyoming",earthquake,0.54,0.46,0.439,3,reviewed,uu,uu
2014-04-12T17:58:10.350Z,44.7378333,-110.7853333,2.02,1.08,ml,7,142,0.05928,0.09,uu,uu60064422,2018-09-12T18:45:26.850Z,"26 km ENE of West Yellowstone, Montana",earthquake,0.31,31.61,0.357,2,reviewed,uu,uu
2014-04-12T12:45:56.190Z,44.736,-110.7881667,2.04,1.25,ml,10,138,0.06095,0.17,uu,uu60064397,2018-09-12T18:45:22.880Z,"26 km ENE of West Yellowstone, Montana",earthquake,0.56,31.61,0.414,3,reviewed,uu,uu
2014-04-12T08:52:43.020Z,44.7535,-110.7818333,7.49,1.61,ml,16,154,0.06004,0.16,uu,uu60064392,2018-09-12T18:45:20.220Z,"25 km SSW of Mammoth, Wyoming",earthquake,0.63,0.74,0.213,5,reviewed,uu,uu
2014-04-11T23:05:41.070Z,44.8056667,-110.7755,3.37,0.1,md,6,220,0.05614,0.04,uu,uu60064382,2018-09-12T18:45:18.930Z,"19 km SSW of Mammoth, Wyoming",earthquake,1.43,31.61,0.041,2,reviewed,uu,uu
2014-04-11T17:01:08.790Z,44.8263333,-110.7696667,4.44,1.95,ml,20,120,0.06896,0.12,uu,uu60064347,2018-09-12T18:45:17.470Z,"17 km SSW of Mammoth, Wyoming",earthquake,0.48,0.35,0.301,4,reviewed,uu,uu
2014-04-11T15:42:12.500Z,44.7523333,-110.7756667,9.22,1.34,ml,7,171,0.05743,0.04,uu,uu60064342,2018-09-12T18:45:16.150Z,"25 km SSW of Mammoth, Wyoming",earthquake,1.05,1.46,0.345,3,reviewed,uu,uu
2014-04-11T05:49:09.490Z,44.8188333,-110.7583333,4.33,1.29,ml,15,202,0.07236,0.11,uu,uu60064292,2018-09-12T18:45:11.090Z,"18 km SSW of Mammoth, Wyoming",earthquake,0.83,0.46,0.228,4,reviewed,uu,uu
2014-04-09T06:25:07.030Z,44.7636667,-110.7743333,9.9,1.4,ml,14,168,0.05959,0.1,uu,uu60064077,2018-09-12T18:45:07.210Z,"24 km SSW of Mammoth, Wyoming",earthquake,0.91,0.9,0.27,3,reviewed,uu,uu
2014-04-09T05:17:41.170Z,44.744,-110.788,7.48,1.37,ml,11,151,0.06258,0.13,uu,uu60064062,2018-09-12T18:45:05.830Z,"26 km ENE of West Yellowstone, Montana",earthquake,1.19,2.32,0.185,4,reviewed,uu,uu
2014-04-09T03:41:06.840Z,44.7576667,-110.78,8.38,1.4,ml,9,159,0.05884,0.1,uu,uu60064052,2018-09-12T18:45:04.490Z,"25 km SSW of Mammoth, Wyoming",earthquake,0.94,1.53,0.233,3,reviewed,uu,uu
2014-04-08T12:32:21.990Z,44.7415,-110.761,8.28,2.39,ml,20,84,0.04351,0.13,uu,uu60063952,2018-09-12T18:44:59.670Z,"26 km S of Mammoth, Wyoming",earthquake,0.41,0.72,0.391,6,reviewed,uu,uu
2014-04-08T08:57:05.280Z,44.7468333,-110.7726667,7.3,1.55,ml,14,153,0.05319,0.12,uu,uu60063927,2018-09-12T18:44:58.230Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.48,0.67,0.401,6,reviewed,uu,uu
2014-04-08T01:58:54.750Z,44.813,-110.7736667,4.52,1.56,ml,10,200,0.06,0.13,uu,uu60063917,2018-09-12T18:44:56.870Z,"19 km SSW of Mammoth, Wyoming",earthquake,1.1,0.61,0.224,3,reviewed,uu,uu
2014-04-07T16:42:51.150Z,44.6956667,-110.7273333,8.84,1.61,ml,15,71,0.03514,0.13,uu,uu60063877,2018-09-12T18:44:55.460Z,"30 km E of West Yellowstone, Montana",earthquake,0.5,0.87,0.466,4,reviewed,uu,uu
2014-04-07T15:39:30.930Z,44.6925,-110.7286667,7.11,1.51,ml,10,107,0.03838,0.07,uu,uu60063852,2018-09-12T18:44:54.160Z,"29 km E of West Yellowstone, Montana",earthquake,0.58,0.77,0.09,2,reviewed,uu,uu
2014-04-07T10:08:34.820Z,44.8208333,-110.761,4.41,1.59,ml,12,205,0.07152,0.08,uu,uu60063837,2018-09-12T18:44:52.800Z,"17 km SSW of Mammoth, Wyoming",earthquake,1.09,0.54,0.25,3,reviewed,uu,uu
2014-04-07T09:59:54.700Z,44.8028333,-110.7273333,4.46,0.69,ml,7,201,0.08888,0.12,uu,uu60063832,2018-09-12T18:44:51.410Z,"19 km S of Mammoth, Wyoming",earthquake,1.37,0.78,0.629,2,reviewed,uu,uu
2014-04-07T08:01:17.660Z,44.806,-110.7166667,4.71,1.15,ml,10,204,0.08003,0.13,uu,uu60063807,2018-09-12T18:44:49.960Z,"18 km S of Mammoth, Wyoming",earthquake,1.28,0.7,0.562,3,reviewed,uu,uu
2014-04-07T07:15:07.620Z,44.8055,-110.7175,4.48,1.14,ml,9,204,0.0796,0.13,uu,uu60063797,2018-09-12T18:44:48.470Z,"19 km S of Mammoth, Wyoming",earthquake,1.24,0.89,0.374,4,reviewed,uu,uu
2014-04-07T06:51:51.730Z,44.8056667,-110.7203333,4.68,1.39,ml,10,203,0.08004,0.14,uu,uu60063792,2018-09-12T18:44:47.110Z,"19 km S of Mammoth, Wyoming",earthquake,1.26,0.71,0.388,4,reviewed,uu,uu
2014-04-07T06:36:01.220Z,44.8101667,-110.719,4.01,1.29,ml,9,205,0.09613,0.12,uu,uu60063777,2018-09-12T18:44:45.660Z,"18 km S of Mammoth, Wyoming",earthquake,1.05,0.97,0.347,4,reviewed,uu,uu
2014-04-07T06:33:32.240Z,44.8045,-110.7218333,4.5,1.43,ml,10,202,0.07906,0.13,uu,uu60063772,2018-09-12T18:44:44.280Z,"19 km S of Mammoth, Wyoming",earthquake,0.94,0.61,0.377,4,reviewed,uu,uu
2014-04-07T06:26:26.470Z,44.8385,-110.673,7.46,1.04,ml,7,270,0.1141,0.23,uu,uu60063767,2018-09-12T18:44:42.880Z,"15 km S of Mammoth, Wyoming",earthquake,5.69,2.3,0.486,3,reviewed,uu,uu
2014-04-07T06:01:30.860Z,44.81,-110.7218333,4.18,1.46,ml,11,204,0.08449,0.16,uu,uu60063757,2018-09-12T18:44:41.510Z,"18 km S of Mammoth, Wyoming",earthquake,0.87,1.1,0.387,3,reviewed,uu,uu
2014-04-07T05:43:02.590Z,44.8065,-110.712,4.62,1.21,ml,6,265,0.08021,0.04,uu,uu60063752,2018-09-12T18:44:40.230Z,"18 km S of Mammoth, Wyoming",earthquake,3.16,1.03,0.463,2,reviewed,uu,uu
2014-04-07T05:33:34.380Z,44.7913333,-110.73,4.79,1.19,ml,8,195,0.08403,0.19,uu,uu60063742,2018-09-12T18:44:38.810Z,"20 km S of Mammoth, Wyoming",earthquake,1.9,0.88,0.334,3,reviewed,uu,uu
2014-04-07T05:12:20.240Z,44.8183333,-110.6993333,7.15,0.14,md,7,255,0.09188,0.06,uu,uu60004350,2018-09-12T18:44:37.500Z,"17 km S of Mammoth, Wyoming",earthquake,2.32,1.31,0.26,2,reviewed,uu,uu
2014-04-07T05:11:53.360Z,44.8023333,-110.7268333,4.45,0.93,ml,9,201,0.0776,0.08,uu,uu60063732,2018-09-12T18:44:36.180Z,"19 km S of Mammoth, Wyoming",earthquake,1.22,0.69,0.474,2,reviewed,uu,uu
2014-04-07T04:51:14.770Z,44.807,-110.728,4.5,0.92,ml,10,203,0.08233,0.1,uu,uu60063727,2018-09-12T18:44:33.640Z,"18 km S of Mammoth, Wyoming",earthquake,0.72,0.65,0.531,2,reviewed,uu,uu
2014-04-06T17:08:19.270Z,44.8158333,-110.7798333,4.1,0.86,ml,11,199,0.05733,0.08,uu,uu60063672,2018-09-12T18:44:29.910Z,"18 km SSW of Mammoth, Wyoming",earthquake,0.87,0.79,0.431,3,reviewed,uu,uu
2014-04-06T16:02:43.470Z,44.7413333,-110.7676667,6.33,1.65,ml,12,148,0.04794,0.14,uu,uu60063662,2018-09-12T18:44:28.450Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.49,1.05,0.412,6,reviewed,uu,uu
2014-04-06T14:17:45.310Z,44.7385,-110.7695,4.86,1.38,ml,9,145,0.04841,0.12,uu,uu60063642,2018-09-12T18:44:27.040Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.35,0.52,0.254,4,reviewed,uu,uu
2014-04-06T11:39:01.830Z,44.8205,-110.7738333,4.05,1.52,ml,17,201,0.06335,0.12,uu,uu60063632,2018-09-12T18:44:24.200Z,"18 km SSW of Mammoth, Wyoming",earthquake,0.93,0.59,0.411,5,reviewed,uu,uu
2014-04-06T06:01:54.040Z,44.7935,-110.7803333,4.06,1.8,ml,21,97,0.05023,0.17,uu,uu60063612,2018-09-12T18:44:22.660Z,"21 km SSW of Mammoth, Wyoming",earthquake,0.3,0.58,0.377,5,reviewed,uu,uu
2014-04-06T05:59:19.980Z,44.8228333,-110.7725,4.47,1.39,ml,13,203,0.06537,0.12,uu,uu60063607,2018-09-12T18:44:21.220Z,"17 km SSW of Mammoth, Wyoming",earthquake,0.75,0.51,0.304,4,reviewed,uu,uu
2014-04-06T02:27:40.590Z,44.7445,-110.7648333,7.08,1.65,ml,14,152,0.04714,0.15,uu,uu60063597,2018-09-12T18:44:19.750Z,"26 km S of Mammoth, Wyoming",earthquake,0.46,0.81,0.324,5,reviewed,uu,uu
2014-04-06T02:22:54.220Z,44.7445,-110.77,7.77,1.58,ml,15,150,0.05057,0.11,uu,uu60063592,2018-09-12T18:44:18.250Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.36,0.48,0.342,5,reviewed,uu,uu
2014-04-06T02:18:12.730Z,44.7328333,-110.7755,3.05,0.12,md,5,147,0.07082,0.06,uu,uu60004375,2018-09-12T18:44:17.000Z,"27 km ENE of West Yellowstone, Montana",earthquake,0.4,31.61,0.465,2,reviewed,uu,uu
2014-04-06T02:17:50.870Z,44.7385,-110.7706667,5.14,1.31,ml,14,144,0.04922,0.1,uu,uu60063582,2018-09-12T18:44:15.560Z,"27 km SSW of Mammoth, Wyoming",earthquake,0.3,1.09,0.383,5,reviewed,uu,uu
2014-04-06T02:16:59.870Z,44.7203333,-110.7856667,4.09,1.66,ml,7,118,0.05876,0.12,uu,uu60004390,2018-09-12T18:44:13.030Z,"26 km ENE of West Yellowstone, Montana",earthquake,1.76,3.13,0.341,3,reviewed,uu,uu
2014-04-06T02:16:52.920Z,44.7423333,-110.7691667,7.18,1.72,ml,13,148,0.04927,0.11,uu,uu60004385,2018-09-12T18:44:11.620Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.37,0.74,0.301,5,reviewed,uu,uu
2014-04-06T02:16:37.070Z,44.744,-110.7646667,8.04,1.33,ml,14,152,0.04684,0.08,uu,uu60063577,2018-09-12T18:44:10.180Z,"26 km S of Mammoth, Wyoming",earthquake,0.5,0.77,0.299,5,reviewed,uu,uu
2014-04-06T01:45:09.840Z,44.7381667,-110.7676667,5.11,1.65,ml,14,145,0.04706,0.14,uu,uu60063572,2018-09-12T18:44:08.680Z,"27 km S of Mammoth, Wyoming",earthquake,0.39,1.2,0.391,6,reviewed,uu,uu
2014-04-06T01:24:18.660Z,44.7373333,-110.7716667,7.55,2.14,ml,16,142,0.04964,0.16,uu,uu60063562,2018-09-12T18:44:07.100Z,"27 km SSW of Mammoth, Wyoming",earthquake,0.46,0.64,0.338,6,reviewed,uu,uu
2014-04-06T01:21:15.260Z,44.7273333,-110.7713333,4.85,2.49,ml,22,126,0.04822,0.16,uu,uu60063557,2018-09-12T18:44:05.380Z,"27 km ENE of West Yellowstone, Montana",earthquake,0.38,0.43,0.316,6,reviewed,uu,uu
2014-04-06T01:19:29.340Z,44.7281667,-110.7735,5.06,2.84,ml,26,71,0.04978,0.18,uu,uu60063552,2018-09-12T18:44:03.560Z,"27 km ENE of West Yellowstone, Montana",earthquake,0.35,1.01,0.37,6,reviewed,uu,uu
2014-04-06T00:42:54.860Z,44.7981667,-110.7735,4.27,-0.15,md,9,192,0.0557,0.15,uu,uu60063542,2018-09-12T18:44:02.160Z,"20 km SSW of Mammoth, Wyoming",earthquake,1.23,0.84,0.306,2,reviewed,uu,uu
2014-04-06T00:30:06.200Z,44.8048333,-110.772,4.6,2.38,ml,22,99,0.05828,0.16,uu,uu60063537,2018-09-12T18:44:00.560Z,"19 km SSW of Mammoth, Wyoming",earthquake,0.41,0.34,0.417,6,reviewed,uu,uu
2014-04-05T18:03:25.140Z,44.7431667,-110.7728333,5.79,1.58,ml,13,147,0.05202,0.11,uu,uu60063512,2018-09-12T18:43:59.140Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.5,0.87,0.087,3,reviewed,uu,uu
2014-04-05T10:41:57.320Z,44.739,-110.7708333,7.56,2.09,ml,23,80,0.04946,0.13,uu,uu60063482,2018-09-12T18:43:56.320Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.36,0.29,0.452,6,reviewed,uu,uu
2014-04-05T05:44:01.810Z,44.8203333,-110.7671667,3.82,1.37,ml,16,202,0.0674,0.1,uu,uu60063452,2018-09-12T18:43:54.850Z,"18 km SSW of Mammoth, Wyoming",earthquake,0.51,1.15,0.446,5,reviewed,uu,uu
2014-04-04T19:09:35.030Z,44.767,-110.7685,6.47,1.48,ml,13,173,0.06142,0.08,uu,uu60063402,2018-09-12T18:43:53.440Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.43,1.01,0.242,4,reviewed,uu,uu
2014-04-04T05:34:39.950Z,44.8231667,-110.7695,5.58,1.74,ml,21,154,0.06737,0.15,uu,uu60063327,2018-09-12T18:43:49.140Z,"17 km SSW of Mammoth, Wyoming",earthquake,0.57,1.19,0.454,5,reviewed,uu,uu
2014-04-03T09:49:12.670Z,44.761,-110.772,9.19,1.52,md,7,187,0.05966,0.04,uu,uu60004100,2018-09-12T18:43:44.640Z,"24 km SSW of Mammoth, Wyoming",earthquake,1.56,2.59,0.59,2,reviewed,uu,uu
2014-04-03T09:49:06.190Z,44.7578333,-110.7755,9.61,1.43,ml,9,181,0.06151,0.09,uu,uu60063177,2018-09-12T18:43:43.270Z,"25 km SSW of Mammoth, Wyoming",earthquake,0.77,1.43,0.196,5,reviewed,uu,uu
2014-04-03T04:55:23.840Z,44.7456667,-110.7658333,7.58,2.06,ml,19,152,0.04825,0.12,uu,uu60063142,2018-09-12T18:43:41.740Z,"26 km S of Mammoth, Wyoming",earthquake,0.53,0.55,0.275,4,reviewed,uu,uu
2014-04-02T23:49:25.320Z,44.8278333,-110.7731667,3.6,1.44,ml,10,120,0.06775,0.13,uu,uu60063087,2018-09-12T18:43:40.290Z,"17 km SSW of Mammoth, Wyoming",earthquake,1.01,1.82,0.315,4,reviewed,uu,uu
2014-04-02T08:54:15.900Z,44.7373333,-110.7703333,5.09,1.62,ml,18,144,0.04871,0.11,uu,uu60062937,2018-09-12T18:43:37.180Z,"27 km SSW of Mammoth, Wyoming",earthquake,0.42,0.91,0.537,6,reviewed,uu,uu
2014-04-01T21:26:27.160Z,44.774,-110.676,3.82,2.03,ml,16,140,0.05143,0.21,uu,uu60062847,2018-09-12T18:43:34.540Z,"22 km S of Mammoth, Wyoming",earthquake,0.71,0.77,0.41,3,reviewed,uu,uu
2014-04-01T18:54:45.690Z,44.7438333,-110.7731667,5.82,1.58,ml,9,148,0.05246,0.05,uu,uu60062777,2018-09-12T18:43:29.590Z,"26 km SSW of Mammoth, Wyoming",earthquake,0.5,1.07,0.086,2,reviewed,uu,uu
2014-04-01T18:54:01.930Z,44.7456667,-110.7661667,8.07,1.93,ml,17,152,0.04847,0.1,uu,uu60062782,2018-09-12T18:43:25.630Z,"26 km S of Mammoth, Wyoming",earthquake,0.63,0.67,0.389,6,reviewed,uu,uu
2014-04-01T18:28:58.660Z,44.7343333,-110.766,2.21,2,ml,9,143,0.04509,0.16,uu,uu60004175,2018-09-12T18:43:22.820Z,"27 km S of Mammoth, Wyoming",earthquake,0.83,8.21,0.395,3,reviewed,uu,uu
2014-04-01T18:28:51.380Z,44.7341667,-110.7656667,5.01,1.57,ml,13,143,0.04483,0.16,uu,uu60062767,2018-09-12T18:43:21.380Z,"27 km S of Mammoth, Wyoming",earthquake,0.53,1.46,0.477,3,reviewed,uu,uu
2014-04-01T18:28:14.660Z,44.7408333,-110.7655,5.54,1.1,ml,12,148,0.04632,0.13,uu,uu60062762,2018-09-12T18:43:19.990Z,"26 km S of Mammoth, Wyoming",earthquake,0.49,1.38,0.394,2,reviewed,uu,uu
2014-04-01T15:24:44.940Z,44.745,-110.766,8.04,1.29,ml,9,166,0.0481,0.07,uu,uu60062717,2018-09-12T18:43:18.640Z,"26 km S of Mammoth, Wyoming",earthquake,0.99,1.78,0.445,2,reviewed,uu,uu
2014-04-01T07:25:08.310Z,44.7778333,-110.6866667,4,1.82,ml,17,142,0.05274,0.17,uu,uu60062672,2018-09-12T18:43:17.130Z,"22 km S of Mammoth, Wyoming",earthquake,0.45,0.83,0.394,5,reviewed,uu,uu
2014-04-01T04:40:12.340Z,44.7553333,-110.6586667,3.9,1.91,ml,20,164,0.04243,0.15,uu,uu60062657,2018-09-12T18:43:15.500Z,"24 km S of Mammoth, Wyoming",earthquake,0.39,0.54,0.287,5,reviewed,uu,uu
2014-04-01T04:32:45.790Z,44.7508333,-110.6558333,3.64,3.13,ml,27,75,,0.15,uu,uu60062647,2018-09-12T18:43:13.790Z,"25 km S of Mammoth, Wyoming",earthquake,0.29,0.48,0.332,6,reviewed,uu,uu
2014-04-01T04:32:28.500Z,44.7751667,-110.6481667,4.4,2.13,ml,22,105,0.06272,0.22,uu,uu60062652,2018-09-12T18:43:12.210Z,"22 km S of Mammoth, Wyoming",earthquake,0.48,0.72,0.462,6,reviewed,uu,uu
2014-04-01T03:47:59.840Z,44.7616667,-110.6625,3.95,1.92,ml,16,188,0.04581,0.16,uu,uu60062642,2018-09-12T18:43:09.510Z,"24 km S of Mammoth, Wyoming",earthquake,0.52,0.62,0.469,3,reviewed,uu,uu
2014-04-01T02:57:45.190Z,44.7503333,-110.6598333,3.79,1.27,ml,19,181,0.03746,0.13,uu,uu60062627,2018-09-12T18:43:01.600Z,"25 km S of Mammoth, Wyoming",earthquake,0.51,0.38,0.559,3,reviewed,uu,uu
2014-04-01T02:57:29.640Z,44.763,-110.6626667,2.07,0.29,md,8,191,0.04677,0.08,uu,uu60004220,2018-09-12T18:42:59.070Z,"23 km S of Mammoth, Wyoming",earthquake,0.87,31.61,0.634,2,reviewed,uu,uu
2014-04-01T02:55:58.700Z,44.774,-110.6568333,4.12,2.11,ml,24,140,0.05806,0.19,uu,uu60062622,2018-09-12T18:42:56.260Z,"22 km S of Mammoth, Wyoming",earthquake,0.47,0.63,0.473,6,reviewed,uu,uu
2014-04-01T02:55:42.650Z,44.7621667,-110.6613333,2.93,0.41,md,9,188,0.04673,0.12,uu,uu60004190,2018-09-12T18:42:53.700Z,"24 km S of Mammoth, Wyoming",earthquake,1.08,3.07,0.398,2,reviewed,uu,uu
2014-04-01T02:52:32.740Z,44.7613333,-110.6591667,3.94,1.59,ml,17,167,0.04712,0.14,uu,uu60062617,2018-09-12T18:42:49.730Z,"24 km S of Mammoth, Wyoming",earthquake,0.48,0.7,0.402,4,reviewed,uu,uu
2014-04-01T02:49:31.450Z,44.7588333,-110.6563333,3.85,1.89,ml,18,187,0.04629,0.15,uu,uu60004160,2018-09-12T18:42:45.720Z,"24 km S of Mammoth, Wyoming",earthquake,0.74,0.48,0.265,5,reviewed,uu,uu
2014-04-01T02:49:12.290Z,44.7583333,-110.6681667,2.25,1.78,ml,10,185,0.04067,0.11,uu,uu60062597,2018-09-12T18:42:44.260Z,"Wyoming",earthquake,0.7,7.06,0.508,3,reviewed,uu,uu
