Evid,EqLat,EqLon,EqDepSL,EqOt,CatMag,CatMagType,Date,Event-Mean-YPML,Event-Median-YPML,Event-Mean-YPML-S,Event-Median-YPML-S
60023194.0,44.755,-110.9663333,9.51,1593145955.3999977,0.66,l,2020-06-26 04:32:35.399998+00:00,0.5999979420755766,0.5785804509160106,0.6046982055755765,0.6384207903160106
60023237.0,44.5905,-110.9705,9.56,1368239517.25,1.34,l,2013-05-11 02:31:57.250000+00:00,1.30284231346442,1.2139921676997083,1.35246800801442,1.3361133312497082
60023257.0,44.41,-110.3178333,6.78,1368269192.0900002,2.17,l,2013-05-11 10:46:32.090000+00:00,2.195182079174723,2.155344064015734,2.231097186194723,2.215184403415734
60023267.0,44.4123333,-110.3148333,6.77,1368287382.619999,1.73,l,2013-05-11 15:49:42.619999+00:00,1.5720029633441743,1.5514452888659886,1.6471079913441742,1.6112856282659886
60023322.0,44.5756667,-110.9703333,1.08,1368319933.83,0.75,l,2013-05-12 00:52:13.830000+00:00,0.4888087865505621,0.6193118122692782,0.5362517569838955,0.5826146461497935
60023327.0,44.586,-110.9708333,10.29,1368320908.8400002,0.81,l,2013-05-12 01:08:28.840000+00:00,0.7982084625750552,0.7288459025060614,0.8478341571250552,0.8509670660560614
60023352.0,44.5753333,-110.9543333,5.58,1368341254.0499992,1.01,l,2013-05-12 06:47:34.049999+00:00,0.8748375942896058,0.9728439366002436,0.9222805647229392,0.8709305208002435
60023374.0,44.4633333,-110.9218333,2.14,1597986683.9499989,2.37,l,2020-08-21 05:11:23.949999+00:00,2.087365091119464,1.9820821139159244,2.1348080615527967,2.0419224533159244
60023439.0,44.3316667,-110.4966667,2.09,1599738281.8600006,2.15,l,2020-09-10 11:44:41.860001+00:00,2.1429582122067443,2.272362162569627,2.1904011826400778,2.170448746769627
60023444.0,44.3293333,-110.5085,2.02,1599743974.290001,2.2,l,2020-09-10 13:19:34.290001+00:00,1.9469110950567288,1.9469110950567288,2.069032258606729,2.069032258606729
60023454.0,44.3321667,-110.5101667,2.14,1599746610.3999996,1.69,l,2020-09-10 14:03:30.400000+00:00,1.429812396728983,1.429812396728983,1.5519335602789832,1.5519335602789832
60023459.0,44.3218333,-110.508,4.56,1599738506.25,1.44,l,2020-09-10 11:48:26.250000+00:00,1.5403930149381404,1.5403930149381404,1.519356476738141,1.519356476738141
60023544.0,44.322,-110.5073333,3.15,1599739741.1599998,2.43,l,2020-09-10 12:09:01.160000+00:00,2.289108465701917,2.290218425500845,2.313406860581917,2.2712911824008453
60023584.0,44.3063333,-110.491,1.76,1599788624.0,2.29,l,2020-09-11 01:43:44+00:00,2.1658876467776245,2.163562647006409,2.200992451152625,2.160511841504249
60023592.0,44.6205,-111.1466667,7.36,1368539425.0100002,1.07,l,2013-05-14 13:50:25.010000+00:00,0.9755161920104588,1.0697468298242103,0.9802164555104588,0.9678334140242104
60023609.0,44.3326667,-110.5171667,6.12,1600057113.3199997,2.34,l,2020-09-14 04:18:33.320000+00:00,2.0921459342704747,2.0921459342704747,2.214267097820475,2.214267097820475
60023687.0,44.7265,-111.2456667,15.34,1368617151.9099998,1.04,l,2013-05-15 11:25:51.910000+00:00,1.299944723886171,1.299944723886171,1.2770749494361708,1.2770749494361708
60023772.0,44.7251667,-111.021,1.45,1368685032.62,1.47,l,2013-05-16 06:17:12.620000+00:00,1.148534055446608,1.1060427645318147,1.198159749996608,1.2281639280818146
60023782.0,44.5371667,-110.5123333,3.77,1368686909.1999989,0.87,l,2013-05-16 06:48:29.199999+00:00,0.558891776852227,0.504735001692614,0.633996804852227,0.689136989392614
60023937.0,44.3195,-110.838,6.18,1368841654.3199997,2.28,l,2013-05-18 01:47:34.320000+00:00,2.237194484908973,2.2972838189857656,2.273109591928973,2.2440944508974905
60023942.0,44.3126667,-110.839,8.12,1368842367.08,2.21,l,2013-05-18 01:59:27.080000+00:00,2.210063201600273,2.2409219844827466,2.2459783086202725,2.2285359762348977
60024327.0,44.4735,-111.1671667,13.66,1369052296.9400003,1.14,l,2013-05-20 12:18:16.940000+00:00,1.3426913508496767,1.2111816699711466,1.38891216378301,1.2673555368711469
60024342.0,44.3988333,-110.9355,5.67,1369073714.8099997,1.84,l,2013-05-20 18:15:14.810000+00:00,1.7975477077395392,1.7240067406509143,1.7922280413795395,1.7115135362651703
60024367.0,44.3985,-110.9366667,5.63,1369095096.7799988,1.58,l,2013-05-21 00:11:36.779999+00:00,1.4336500556740193,1.3336764929058875,1.4810930261073525,1.5180784806058876
60024387.0,44.4016667,-110.908,3.72,1369104529.5900002,1.19,l,2013-05-21 02:48:49.590000+00:00,1.0110468266920734,1.0110468266920734,1.0522911126420735,1.0522911126420735
60024437.0,44.7708333,-111.229,4.57,1369138409.0900002,1.11,l,2013-05-21 12:13:29.090000+00:00,0.9140286021316532,0.9140286021316532,0.8911588276816531,0.8911588276816531
60024504.0,44.448,-110.319,1.93,1606892748.0,1.59,l,2020-12-02 07:05:48+00:00,1.348580641780654,1.348580641780654,1.431318014080654,1.431318014080654
60024582.0,44.5688333,-110.8981667,5.73,1369199485.2399998,0.57,l,2013-05-22 05:11:25.240000+00:00,0.3895563337443485,0.4145565948999062,0.4369993041776819,0.419206708072205
60024602.0,44.5715,-110.9061667,7.61,1369211777.1299992,1.39,l,2013-05-22 08:36:17.129999+00:00,1.2783998146969229,1.32903367951113,1.3280255092469229,1.37027796546113
60024667.0,44.644,-110.282,1.51,1369252397.6800003,1.77,l,2013-05-22 19:53:17.680000+00:00,1.4072684269917386,1.4072684269917386,1.4277249751417385,1.4277249751417385
60024682.0,44.649,-110.4403333,2.2,1369255428.8600006,1.35,l,2013-05-22 20:43:48.860001+00:00,0.9751616147091744,0.9546470294469264,1.0502666427091742,1.0320438337459787
60024729.0,44.4891667,-110.5743333,6.46,1607357336.5099983,1.61,l,2020-12-07 16:08:56.509998+00:00,1.3442561495795358,1.227651326121371,1.4250336940128692,1.4120533138213711
60024967.0,44.5843333,-110.8808333,10.67,1369449055.0599976,2.06,l,2013-05-25 02:30:55.059998+00:00,2.02896058875158,2.026461301953712,2.0872231779349133,2.084666511474947
60024982.0,44.6041667,-110.9703333,10.1,1369473094.2599983,1.35,l,2013-05-25 09:11:34.259998+00:00,1.3346545953879367,1.3075204836879522,1.3842802899379367,1.4278084109879523
60025192.0,44.7416667,-111.1345,11.89,1369704433.5199995,0.68,l,2013-05-28 01:27:13.520000+00:00,0.811251237739633,0.811251237739633,0.7883814632896331,0.7883814632896331
60025247.0,44.4233333,-110.3426667,5.56,1369734824.9500008,0.86,l,2013-05-28 09:53:44.950001+00:00,0.7149314711635322,0.7149314711635322,0.7976688434635322,0.7976688434635322
60025272.0,44.7883333,-110.899,6.56,1369747398.6900003,0.88,l,2013-05-28 13:23:18.690000+00:00,0.6673056100889463,0.6673056100889463,0.7253127132389463,0.7253127132389463
60025379.0,44.6893333,-110.4135,4.2,1614967417.329998,1.56,l,2021-03-05 18:03:37.329998+00:00,0.8684411413104157,0.8684411413104157,0.8974064641104158,0.8974064641104158
60025397.0,44.5618333,-110.7428333,3.46,1369824062.21,0.77,l,2013-05-29 10:41:02.210000+00:00,0.3214049860254443,0.3214049860254443,0.4435261495754443,0.4435261495754443
60025544.0,44.2536667,-110.7688333,2.94,1616815683.14,1.41,l,2021-03-27 03:28:03.140000+00:00,1.4035729840687716,1.4095806247165583,1.4510159545021049,1.4694209641165583
60025612.0,44.7231667,-111.0271667,4.78,1369969786.3899994,1.14,l,2013-05-31 03:09:46.389999+00:00,0.8525865024053049,0.8525865024053049,0.8297167279553048,0.8297167279553048
60025637.0,44.618,-110.3871667,2.02,1369986766.4099998,1.42,l,2013-05-31 07:52:46.410000+00:00,0.94098176979304,0.94098176979304,0.96143831794304,0.96143831794304
60025692.0,44.8095,-110.9926667,7.28,1370016563.8899994,1.1,l,2013-05-31 16:09:23.889999+00:00,1.1170278740006458,1.148863524463762,1.1217281375006458,1.208703863863762
60025739.0,44.3136667,-110.5895,3.52,1621768729.0,1.8,l,2021-05-23 11:18:49+00:00,1.811136357891544,1.785793820094666,1.8585793283248773,1.845634159494666
60025779.0,44.4703333,-110.432,2.72,1622370913.67,1.67,l,2021-05-30 10:35:13.670000+00:00,1.6230998637349392,1.6284700772803524,1.6705428341682724,1.6221889308491655
60025854.0,44.5933333,-110.7708333,5.42,1624286051.0199995,1.25,l,2021-06-21 14:34:11.020000+00:00,0.8989315446913437,0.8989315446913437,1.021052708241344,1.021052708241344
60025887.0,44.7278333,-111.0663333,10.4,1370179898.6899986,0.68,l,2013-06-02 13:31:38.689999+00:00,0.6123452618382493,0.6160937093922274,0.6170455253382494,0.5554910300553527
60025899.0,44.6058333,-110.7666667,6.08,1624295562.0299988,2.08,l,2021-06-21 17:12:42.029999+00:00,1.6829456443626205,1.6829456443626205,1.7100777309126205,1.7100777309126205
60025909.0,44.6018333,-110.7586667,4.7,1624301572.3499985,2.21,l,2021-06-21 18:52:52.349998+00:00,1.943986860896751,1.9643898718648791,1.9470346350717511,1.9557448455196569
60025944.0,44.6153333,-110.7753333,5.79,1624286213.869999,1.01,l,2021-06-21 14:36:53.869999+00:00,0.8679197447914206,0.957580302510404,0.915362715224754,0.855666886710404
60026004.0,44.6168333,-110.7591667,3.49,1624294163.67,1.38,l,2021-06-21 16:49:23.670000+00:00,1.1858129535661912,1.1534734733433674,1.2332559239995249,1.3378754610433674
60026024.0,44.5943333,-110.7588333,3.29,1624294813.04,0.88,l,2021-06-21 17:00:13.040000+00:00,0.7028082583309335,0.6314450861193829,0.7502512287642668,0.7444315509694946
60026034.0,44.618,-110.7606667,2.13,1624321964.040001,0.82,l,2021-06-22 00:32:44.040001+00:00,0.5966454726905333,0.5966454726905333,0.5756089344905332,0.5756089344905332
60026054.0,44.6146667,-110.767,5.46,1624296113.8099976,0.97,l,2021-06-21 17:21:53.809998+00:00,0.8213621662053647,0.7989219927521428,0.8709878607553648,0.898347865284578
60026069.0,44.5838333,-110.769,9.36,1624300240.0599976,1.82,l,2021-06-21 18:30:40.059998+00:00,1.690118752217714,1.666778718309566,1.7294373690977138,1.726619057709566
60026082.0,44.7435,-111.0365,5.83,1370310648.0200005,0.95,l,2013-06-04 01:50:48.020000+00:00,0.7310446137119183,0.7310446137119183,0.7081748392619183,0.7081748392619183
60026119.0,44.7515,-110.9098333,8.54,1624705552.6499977,0.4,l,2021-06-26 11:05:52.649998+00:00,0.3579736632456592,0.3579736632456592,0.3369371250456592,0.3369371250456592
60026129.0,44.7493333,-110.9123333,7.49,1624857881.369999,0.7,l,2021-06-28 05:24:41.369999+00:00,0.6470398265248968,0.6047925278574104,0.6517400900248967,0.6609663947574105
60026157.0,44.751,-111.035,9.78,1370379139.5900002,1.84,l,2013-06-04 20:52:19.590000+00:00,1.75306506273773,1.7836692761233577,1.83023067243773,1.8966736564468176
60026162.0,44.7496667,-111.0325,6.64,1370379417.6499977,0.71,l,2013-06-04 20:56:57.649998+00:00,0.5547570125510688,0.5547570125510688,0.5318872381010687,0.5318872381010687
60026192.0,44.0001667,-110.3616667,7.37,1370392035.42,1.82,l,2013-06-05 00:27:15.420000+00:00,1.9039221555665624,1.9039221555665624,1.9866595278665624,1.9866595278665624
60026212.0,44.7571667,-111.1093333,1.99,1370422094.5999994,0.56,l,2013-06-05 08:48:14.599999+00:00,0.2560078200301349,0.2560078200301349,0.2331380455801349,0.2331380455801349
60026224.0,44.7535,-110.9138333,7.67,1624896795.12,0.61,l,2021-06-28 16:13:15.120000+00:00,0.5733430285181079,0.5542975233003353,0.578043292018108,0.6104713902003354
60026282.0,44.7466667,-111.0351667,7.2,1370471683.6800003,1.22,l,2013-06-05 22:34:43.680000+00:00,1.0782328217554005,1.0782328217554005,1.0553630473054003,1.0553630473054003
60026299.0,44.4761667,-110.7615,2.21,1624877814.4099998,1.52,l,2021-06-28 10:56:54.410000+00:00,1.0173271327219793,1.0173271327219793,1.1394482962719792,1.1394482962719792
60026304.0,44.7385,-110.901,2.12,1624894446.15,0.71,l,2021-06-28 15:34:06.150000+00:00,0.3883791116736212,0.3883791116736212,0.3673425734736212,0.3673425734736212
60026339.0,44.7485,-110.9156667,7.33,1625012024.2000008,1.44,l,2021-06-30 00:13:44.200001+00:00,1.383669867234011,1.3588687753339026,1.388370130734011,1.4150426422339026
60026554.0,44.2381667,-110.7838333,3.94,1625889114.579998,1.63,l,2021-07-10 03:51:54.579998+00:00,1.6507635784624364,1.6280615999750114,1.6982065488957696,1.666788957252689
60026614.0,44.4581667,-110.3685,4.35,1626442760.8999996,2.03,l,2021-07-16 13:39:20.900000+00:00,1.909435514962557,1.7076713645255446,1.7854123968292237,1.7323379381647792
60026649.0,44.4433333,-110.3498333,10.07,1626450064.0499997,1.73,l,2021-07-16 15:41:04.050000+00:00,1.7378542137081237,1.7378542137081237,1.6927743834081237,1.6927743834081237
60026654.0,44.4565,-110.3446667,2.7,1626451286.9699993,2.5,l,2021-07-16 16:01:26.969999+00:00,2.4402978335505194,2.4796057745820086,2.309780494950519,2.2945259442820087
60026657.0,44.655,-110.4221667,4.62,1370866946.25,1.76,l,2013-06-10 12:22:26.250000+00:00,1.2808840174118414,1.270550761056148,1.3367353649618414,1.3770755514387094
60026664.0,44.4496667,-110.3451667,1.75,1626456207.3199997,1.98,l,2021-07-16 17:23:27.320000+00:00,2.436934217745062,2.436934217745062,2.146934217745062,2.146934217745062
60026674.0,44.4593333,-110.3648333,1.02,1626463817.4799995,2.38,l,2021-07-16 19:30:17.480000+00:00,1.88735528518587,1.88735528518587,1.91632060798587,1.91632060798587
60026684.0,44.433,-110.3285,9.71,1626448106.1999989,2.01,l,2021-07-16 15:08:26.199999+00:00,2.231092769258103,2.241773361413085,2.0577062157247696,1.9581714501785563
60026694.0,44.4101667,-110.3806667,1.83,1626513454.7599983,2.62,l,2021-07-17 09:17:34.759998+00:00,2.5511559181290586,2.5226370226989023,2.5542036923040587,2.5516023454989023
60026784.0,44.455,-110.3565,-1.2,1626416006.3199997,2.23,l,2021-07-16 06:13:26.320000+00:00,2.0425175728727027,2.026226283281094,2.0776223772477027,2.140756281894478
60026797.0,44.8035,-111.0033333,1.72,1371012323.0100002,0.89,l,2013-06-12 04:45:23.010000+00:00,0.8065451194753558,0.8065451194753558,0.7836753450253557,0.7836753450253557
60026802.0,44.8043333,-111.0026667,2.25,1371014485.4899998,0.72,l,2013-06-12 05:21:25.490000+00:00,0.6562854682418935,0.6562854682418935,0.6334156937918936,0.6334156937918936
60026807.0,44.8243333,-110.9956667,12.33,1371015797.9099998,1.35,l,2013-06-12 05:43:17.910000+00:00,1.6335037787762512,1.6335037787762512,1.6106340043262517,1.6106340043262517
60026812.0,44.8025,-111.003,1.95,1371016154.7999992,0.9,l,2013-06-12 05:49:14.799999+00:00,0.8195491456319652,0.8195491456319652,0.7966793711819653,0.7966793711819653
60026817.0,44.8026667,-111.0023333,1.08,1371016310.4399986,0.7,l,2013-06-12 05:51:50.439999+00:00,0.6052746112543164,0.6052746112543164,0.5824048368043163,0.5824048368043163
60026822.0,44.8048333,-111.002,1.84,1371020294.88,0.93,l,2013-06-12 06:58:14.880000+00:00,0.8587228727882352,0.8587228727882352,0.8358530983382353,0.8358530983382353
60026842.0,44.8161667,-110.9978333,9.84,1371029693.5699997,0.62,l,2013-06-12 09:34:53.570000+00:00,0.8559084457423722,0.8559084457423722,0.8330386712923722,0.8330386712923722
60026929.0,44.4465,-110.3628333,2.14,1626783570.9399986,1.68,l,2021-07-20 12:19:30.939999+00:00,1.7887013856669287,1.7887013856669287,1.829945671616929,1.829945671616929
60026932.0,44.6098333,-110.9776667,9.26,1371096435.0099993,0.57,l,2013-06-13 04:07:15.009999+00:00,0.6355007801081363,0.6355007801081363,0.6767450660581362,0.6767450660581362
60026947.0,44.8128333,-110.9971667,11.83,1371131206.6100006,1.74,l,2013-06-13 13:46:46.610001+00:00,1.875115957360216,1.7876316210361487,1.9165361077268823,1.9576316210361489
60026957.0,44.5991667,-110.9623333,9.13,1371138330.7199993,1.17,l,2013-06-13 15:45:30.719999+00:00,1.1738822216738445,1.1738822216738445,1.2151265076238444,1.2151265076238444
60026969.0,44.44,-110.3613333,2.49,1626416786.6800003,2.65,l,2021-07-16 06:26:26.680000+00:00,2.445100216322913,2.408144054741264,2.480205020697913,2.530265218291264
60026972.0,44.5815,-110.963,2.17,1371139879.6099987,0.94,l,2013-06-13 16:11:19.609999+00:00,0.7029786591178134,0.7029786591178134,0.7442229450678135,0.7442229450678135
60026977.0,44.602,-110.9646667,9.82,1371139992.0599997,1.23,l,2013-06-13 16:13:12.060000+00:00,1.315629337132803,1.315629337132803,1.356873623082803,1.356873623082803
60026982.0,44.5895,-110.9683333,6.07,1371141823.1299973,1.05,l,2013-06-13 16:43:43.129997+00:00,0.93889641325027,0.93889641325027,0.98014069920027,0.98014069920027
60026999.0,44.4485,-110.3468333,7.31,1626418865.71,2.03,l,2021-07-16 07:01:05.710000+00:00,1.9476127769982248,1.9191135561385344,1.9869313938782247,1.972407813874165
60027002.0,44.6023333,-110.9666667,9.72,1371146714.7199993,1.38,l,2013-06-13 18:05:14.719999+00:00,1.4564867533831176,1.4564867533831176,1.4977310393331176,1.4977310393331176
60027019.0,44.47,-110.3575,6.16,1626731747.9399986,1.39,l,2021-07-19 21:55:47.939999+00:00,1.1301385443948608,1.1301385443948608,1.252259707944861,1.252259707944861
60027042.0,44.604,-110.9636667,10.1,1371161357.4400003,1.69,l,2013-06-13 22:09:17.440000+00:00,1.657500394473806,1.5608823330959534,1.734666004173806,1.7380833269459537
60027049.0,44.4335,-110.3645,2.43,1626419374.2799988,1.9,l,2021-07-16 07:09:34.279999+00:00,2.052724852236958,2.021899026851301,1.9808070800619584,2.007256442622447
60027052.0,44.593,-110.9661667,9.41,1371162308.3099997,1.58,l,2013-06-13 22:25:08.310000+00:00,1.575209075002063,1.365284216142954,1.6214298879353966,1.5253995316332758
60027092.0,44.8086667,-110.9973333,7.97,1371170262.5599976,0.85,l,2013-06-14 00:37:42.559998+00:00,0.9779585266978348,0.9779585266978348,0.9550887522478348,0.9550887522478348
60027099.0,44.741,-110.884,5.11,1626840274.3400002,1.26,l,2021-07-21 04:04:34.340000+00:00,1.087557888529556,1.0947237970044912,1.092258152029556,1.1545641364044912
60027104.0,44.7435,-110.8826667,6.45,1626840312.38,0.58,l,2021-07-21 04:05:12.380000+00:00,0.454708523137006,0.4648873358076568,0.4594087866370059,0.5247276752076568
60027124.0,44.4661667,-110.3406667,2.75,1626443422.3599987,2.13,l,2021-07-16 13:50:22.359999+00:00,1.8403150619694768,1.8403150619694768,1.9624362255194765,1.9624362255194765
60027147.0,44.5961667,-110.9595,9.17,1371225785.7999997,1.04,l,2013-06-14 16:03:05.800000+00:00,1.0410246485208952,1.0410246485208952,1.0822689344708951,1.0822689344708951
60027184.0,44.4423333,-110.3438333,7.71,1626438201.0599997,2.26,l,2021-07-16 12:23:21.060000+00:00,2.1480779297551007,2.0604223882207533,2.1873965466351004,2.1202627276207533
60027234.0,44.4528333,-110.3611667,4.23,1626680423.2999992,1.75,l,2021-07-19 07:40:23.299999+00:00,1.4347888329634009,1.4347888329634009,1.5569099965134008,1.5569099965134008
60027254.0,44.4561667,-110.355,5.11,1626470429.7199993,1.84,l,2021-07-16 21:20:29.719999+00:00,1.5432161436032794,1.5432161436032794,1.665337307153279,1.665337307153279
60027287.0,44.5833333,-110.9643333,2.01,1371346873.88,0.87,l,2013-06-16 01:41:13.880000+00:00,0.6304360676041048,0.6304360676041048,0.6716803535541047,0.6716803535541047
60027292.0,44.5866667,-110.9596667,6.26,1371348205.33,0.92,l,2013-06-16 02:03:25.330000+00:00,0.8012339618901525,0.8012339618901525,0.8424782478401525,0.8424782478401525
60027297.0,44.5961667,-110.9613333,10.39,1371354128.0100002,1.28,l,2013-06-16 03:42:08.010000+00:00,1.305414336128446,1.1212787711594965,1.3516351490617795,1.3056807588594963
60027302.0,44.7861667,-110.9616667,6.99,1371356584.14,0.78,l,2013-06-16 04:23:04.140000+00:00,0.8012330805557719,0.8012330805557719,0.7783633061057719,0.7783633061057719
60027309.0,44.4758333,-110.3661667,6.91,1626531960.05,1.75,l,2021-07-17 14:26:00.050000+00:00,1.781990870310709,1.6371902013730988,1.8294338407440425,1.8215921890730988
60027329.0,44.4508333,-110.3483333,6.95,1626468385.6099987,1.45,l,2021-07-16 20:46:25.609999+00:00,1.1856268268728225,1.1856268268728225,1.3077479904228222,1.3077479904228222
60027334.0,44.4611667,-110.3678333,2.21,1626482722.08,1.43,l,2021-07-17 00:45:22.080000+00:00,1.1410877748464388,1.1410877748464388,1.2632089383964389,1.2632089383964389
60027457.0,44.6888333,-111.017,1.98,1371452011.8999996,1.19,l,2013-06-17 06:53:31.900000+00:00,0.862243907049032,0.862243907049032,0.839374132599032,0.839374132599032
60027509.0,44.453,-110.323,9.17,1626992459.5200005,1.84,l,2021-07-22 22:20:59.520000+00:00,2.0515639812636874,2.0515639812636874,2.0928082672136874,2.0928082672136874
60027514.0,44.4841667,-110.3676667,9.57,1626634285.25,1.28,l,2021-07-18 18:51:25.250000+00:00,1.0595318222381134,1.0595318222381134,1.1816529857881135,1.1816529857881135
60027599.0,44.4545,-110.372,1.93,1626437499.4099998,1.22,l,2021-07-16 12:11:39.410000+00:00,1.1749724827981936,1.0972867364878192,1.2224154532315268,1.2816887241878192
60027652.0,44.7645,-111.038,9.73,1371599536.7799988,1.92,l,2013-06-18 23:52:16.779999+00:00,1.8380979515449356,1.868613345407109,1.9152635612449356,1.930525649547423
60027662.0,44.7683333,-111.0373333,8.44,1371604509.2399998,1.05,l,2013-06-19 01:15:09.240000+00:00,1.0328209502915868,1.0328209502915868,1.009951175841587,1.009951175841587
60027667.0,44.4855,-111.1793333,16.6,1371620125.459999,0.88,l,2013-06-19 05:35:25.459999+00:00,1.05993497767639,0.913845706653728,1.1061557906097237,1.0411811563711313
60027672.0,44.7623333,-111.0381667,11.07,1371621171.8899994,0.91,l,2013-06-19 05:52:51.889999+00:00,1.0018717530917227,1.0018717530917227,0.9790019786417228,0.9790019786417228
60027677.0,44.7581667,-111.0381667,1.81,1371622603.2199974,0.97,l,2013-06-19 06:16:43.219997+00:00,0.6628562126082791,0.6628562126082791,0.6399864381582792,0.6399864381582792
60027694.0,44.4436667,-110.3493333,5.53,1626455942.9299998,2.0,l,2021-07-16 17:19:02.930000+00:00,1.9878021727555064,1.9412193812012448,2.03524514318884,2.0010597206012446
60027727.0,44.7393333,-111.0338333,1.69,1371643202.38,1.25,l,2013-06-19 12:00:02.380000+00:00,0.8817418071029965,0.8817418071029965,0.8588720326529966,0.8588720326529966
60027742.0,44.7698333,-111.0321667,1.7,1371648303.25,1.21,l,2013-06-19 13:25:03.250000+00:00,0.9516357135477416,0.9516357135477416,0.9287659390977416,0.9287659390977416
60027809.0,44.4271667,-110.3445,8.25,1626498223.8499985,1.61,l,2021-07-17 05:03:43.849998+00:00,1.642218294950404,1.6427272811484896,1.6896612653837373,1.7988322874572713
60027812.0,44.7445,-111.0331667,8.2,1371675413.5200005,0.92,l,2013-06-19 20:56:53.520000+00:00,0.8217190171148001,0.8217190171148001,0.7988492426648002,0.7988492426648002
60027814.0,44.4331667,-110.3471667,3.33,1626603884.5599976,2.11,l,2021-07-18 10:24:44.559998+00:00,1.9843473511270369,1.851380131007195,2.023665968007037,1.911220470407195
60027869.0,44.4351667,-110.3521667,6.15,1626483259.9099998,2.28,l,2021-07-17 00:54:19.910000+00:00,2.112628932543585,2.0355236280967715,2.147733736918585,2.157644791646772
60027979.0,44.4708333,-110.3555,6.73,1626535028.1399994,1.87,l,2021-07-17 15:17:08.139999+00:00,1.503265269817108,1.430706198975337,1.5840428142504412,1.490546538375337
60028092.0,44.7008333,-111.0366667,1.93,1371986118.3099997,1.21,l,2013-06-23 11:15:18.310000+00:00,0.8501735152891104,0.8501735152891104,0.8273037408391105,0.8273037408391105
60028097.0,44.6991667,-111.0306667,1.7,1371986182.2199993,1.0,l,2013-06-23 11:16:22.219999+00:00,0.6488726941741189,0.6488726941741189,0.6260029197241188,0.6260029197241188
60028112.0,44.4375,-110.3438333,10.88,1371990710.989998,1.45,l,2013-06-23 12:31:50.989998+00:00,1.3709966489210133,1.3709966489210133,1.4537340212210133,1.4537340212210133
60028157.0,44.4311667,-110.3431667,9.59,1371991635.3199997,1.84,l,2013-06-23 12:47:15.320000+00:00,1.9684774586870692,2.028870690491233,1.9896645682870693,1.926957274691233
60028162.0,44.444,-110.363,1.08,1371991972.0900002,1.5,l,2013-06-23 12:52:52.090000+00:00,1.1720431077600608,1.1720431077600608,1.2547804800600608,1.2547804800600608
60028199.0,44.4251667,-110.072,14.67,1626498489.9099998,1.99,l,2021-07-17 05:08:09.910000+00:00,1.8896384633381051,1.8896384633381051,2.011759626888105,2.011759626888105
60028209.0,44.455,-110.3631667,1.4,1626484866.21,1.89,l,2021-07-17 01:21:06.210000+00:00,1.8830660724486543,1.8300684768170548,1.9326917669986543,1.952189640367055
60028277.0,44.7565,-111.0565,7.5,1372095850.9899998,1.0,l,2013-06-24 17:44:10.990000+00:00,0.9310876910418788,0.9310876910418788,0.908217916591879,0.908217916591879
60028309.0,44.449,-110.3613333,5.56,1626489706.0099983,1.49,l,2021-07-17 02:41:46.009998+00:00,1.455099545812353,1.3759181184439775,1.5025425162456862,1.5603201061439778
60028354.0,44.4281667,-110.3595,2.2,1626506473.0499992,1.4,l,2021-07-17 07:21:13.049999+00:00,1.3761642177657072,1.324642252452317,1.4236071881990409,1.509044240152317
60028399.0,44.468,-110.367,1.96,1626533406.98,1.61,l,2021-07-17 14:50:06.980000+00:00,1.6230445007606615,1.518487509141789,1.6704874711939948,1.7028894968417894
60028402.0,44.7011667,-111.0368333,1.41,1372257363.9599998,1.27,l,2013-06-26 14:36:03.960000+00:00,0.8982136535790319,0.8982136535790319,0.875343879129032,0.875343879129032
60028414.0,44.4328333,-110.3521667,4.95,1626503420.3099997,1.38,l,2021-07-17 06:30:20.310000+00:00,1.5326470754073651,1.5326470754073651,1.5738913613573655,1.5738913613573655
60028419.0,44.4323333,-110.3611667,3.58,1626503427.619999,1.85,l,2021-07-17 06:30:27.619999+00:00,1.8216711986097336,1.842448674864564,1.869114169043067,1.927652985649133
60028444.0,44.6798333,-110.5838333,4.34,1629104673.6899986,0.79,l,2021-08-16 09:04:33.689999+00:00,0.6451612029998633,0.5787870058542541,0.6760116200498634,0.7009081694042542
60028602.0,44.7596667,-111.058,9.68,1372376828.1599998,1.49,l,2013-06-27 23:47:08.160000+00:00,1.4822951769110633,1.4822951769110633,1.4594254024610631,1.4594254024610631
60028617.0,44.7596667,-111.0561667,8.86,1372380325.8499985,1.0,l,2013-06-28 00:45:25.849998+00:00,1.0030152754445207,1.0030152754445207,0.9801455009945208,0.9801455009945208
60028627.0,44.7853333,-111.0865,8.08,1372388280.4,1.1,l,2013-06-28 02:58:00.400000+00:00,1.079530271916877,1.079530271916877,1.056660497466877,1.056660497466877
60028654.0,44.6543333,-110.4278333,5.32,1630734689.5999985,2.6,l,2021-09-04 05:51:29.599998+00:00,2.273498533823587,2.2780705016963623,2.257771030498587,2.2985270498463626
60028722.0,44.7546667,-111.0501667,5.57,1372504306.6399994,0.28,l,2013-06-29 11:11:46.639999+00:00,0.1211211953292384,0.1211211953292384,0.0982514208792384,0.0982514208792384
60028747.0,44.7568333,-111.0616667,5.88,1372524677.5599997,0.88,l,2013-06-29 16:51:17.560000+00:00,0.723346389244587,0.723346389244587,0.700476614794587,0.700476614794587
60028797.0,44.7713333,-111.1011667,8.46,1372556578.039997,0.65,l,2013-06-30 01:42:58.039997+00:00,0.5930019615253703,0.5930019615253703,0.5701321870753704,0.5701321870753704
