Evid,EqLat,EqLon,EqDepSL,EqOt,CatMag,CatMagType,Date,Event-Mean-YPML,Event-Median-YPML,Event-Mean-YPML-S,Event-Median-YPML-S
60204642.0,44.7406667,-111.0231667,10.83,1497670925.2399998,1.3,l,2017-06-17 03:42:05.240000+00:00,1.2933084679402296,1.2804392543839938,1.340751438373563,1.3402795937839938
60204672.0,44.7863333,-111.0203333,8.97,1497673723.4399986,1.82,l,2017-06-17 04:28:43.439999+00:00,1.75521774492646,1.831158936239042,1.802660715359793,1.7691234970939516
60204682.0,44.7816667,-111.0225,8.16,1497674955.8899994,1.81,l,2017-06-17 04:49:15.889999+00:00,1.7161404945284642,1.747913976374913,1.794222722353464,1.789158262324913
60204687.0,44.7723333,-111.0231667,7.7,1497675119.2999992,1.62,l,2017-06-17 04:51:59.299999+00:00,1.5202131529405074,1.5307780472251111,1.567656123373841,1.5906183866251111
60204717.0,44.7901667,-111.0326667,5.65,1497676694.9399996,1.08,l,2017-06-17 05:18:14.940000+00:00,1.1057177059143637,1.1057177059143637,1.1469619918643637,1.1469619918643637
60204742.0,44.7796667,-111.0166667,8.29,1497679491.789997,1.4,l,2017-06-17 06:04:51.789997+00:00,1.2981133467434496,1.1647859890340757,1.345556317176783,1.3416532114089907
60204787.0,44.787,-111.0091667,6.98,1497687630.039999,1.25,l,2017-06-17 08:20:30.039999+00:00,1.198634110329252,1.1357668214318033,1.2460770807625854,1.1956071608318033
60204797.0,44.779,-111.0195,8.73,1497687816.8499985,1.52,l,2017-06-17 08:23:36.849998+00:00,1.4295057612187856,1.3461778122093095,1.5075879890437855,1.5209157713712966
60204827.0,44.6855,-111.0248333,4.9,1497690166.2199974,1.74,l,2017-06-17 09:02:46.219997+00:00,1.560271214704181,1.6393527309696028,1.644434072004181,1.5374393151696029
60204852.0,44.8055,-111.047,10.17,1497693709.3099976,1.64,l,2017-06-17 10:01:49.309998+00:00,1.6426315513157492,1.6228711249989378,1.7207137791407492,1.7036362635825606
60204867.0,44.6911667,-111.0216667,7.83,1497695123.0299988,1.96,l,2017-06-17 10:25:23.029999+00:00,1.8776345950634656,1.728350542646073,1.936314928703466,1.864139939000388
60204892.0,44.7886667,-111.0313333,9.02,1497697095.0599997,1.55,l,2017-06-17 10:58:15.060000+00:00,1.4989545854887174,1.4644303523493254,1.5770368133137176,1.5774079906482117
60204937.0,44.778,-111.0301667,9.04,1497703382.11,1.24,l,2017-06-17 12:43:02.110000+00:00,1.2941809974532998,1.2941809974532998,1.3354252834032998,1.3354252834032998
60204952.0,44.7778333,-111.0271667,8.07,1497705920.9099998,1.31,l,2017-06-17 13:25:20.910000+00:00,1.2079631350622873,1.194053893834349,1.2554061054956207,1.253894233234349
60204977.0,44.7778333,-111.0316667,7.91,1497711890.0599976,1.23,l,2017-06-17 15:04:50.059998+00:00,1.293582569674574,1.293582569674574,1.3276258617745738,1.3276258617745738
60204982.0,44.7923333,-111.0103333,5.53,1497711989.3999996,1.41,l,2017-06-17 15:06:29.400000+00:00,1.3087731663363962,1.3087731663363962,1.2877366281363962,1.2877366281363962
60204987.0,44.782,-111.0223333,9.26,1497712006.2599983,1.65,l,2017-06-17 15:06:46.259998+00:00,1.5864831150965937,1.6594384547194274,1.633926085529927,1.7192787941194274
60204997.0,44.7855,-111.04,9.7,1497717321.4499989,2.37,l,2017-06-17 16:35:21.449999+00:00,2.3548566802326065,2.27457695971349,2.4135370138726064,2.4470115553199685
60205012.0,44.7795,-111.01,9.23,1497718346.0599997,1.76,l,2017-06-17 16:52:26.060000+00:00,1.713339346257393,1.6815243055291176,1.791421574082393,1.786398672935669
60205017.0,44.7811667,-111.014,7.99,1497718559.6399994,1.43,l,2017-06-17 16:55:59.639999+00:00,1.3910776397423084,1.3256793103477926,1.4385206101756418,1.410793217236434
60205057.0,44.7708333,-111.02,6.71,1497730342.1999989,1.21,l,2017-06-17 20:12:22.199999+00:00,1.1221640774063606,1.1221640774063606,1.1011275392063604,1.1011275392063604
60205067.0,44.7815,-111.0308333,7.91,1497731765.5499997,1.68,l,2017-06-17 20:36:05.550000+00:00,1.618868198904669,1.573585458757779,1.6615105067713358,1.649136071896057
60205072.0,44.786,-111.0058333,6.06,1497731916.4199982,1.33,l,2017-06-17 20:38:36.419998+00:00,1.314520544615089,1.314520544615089,1.355764830565089,1.355764830565089
60205077.0,44.7851667,-111.0123333,6.46,1497734680.4199982,1.41,l,2017-06-17 21:24:40.419998+00:00,1.348482888444127,1.2534747909329198,1.39592585887746,1.3871282353280328
60205087.0,44.7853333,-111.0118333,6.4,1497735847.58,1.45,l,2017-06-17 21:44:07.580000+00:00,1.4506801829564862,1.4506801829564862,1.491924468906486,1.491924468906486
60205117.0,44.7806667,-111.0218333,7.69,1497743909.6399994,1.27,l,2017-06-17 23:58:29.639999+00:00,1.1963596191190955,1.1963596191190955,1.1753230809190955,1.1753230809190955
60205127.0,44.7911667,-111.0371667,9.81,1497749312.0099983,2.83,l,2017-06-18 01:28:32.009998+00:00,2.766047613571447,2.770013213724778,2.8146296093047805,2.807107267571696
60205132.0,44.7836667,-111.0313333,8.26,1497749598.1399994,1.4,l,2017-06-18 01:33:18.139999+00:00,1.3326409129309982,1.3215022789333677,1.380083883364332,1.3813426183333677
60205147.0,44.7803333,-111.0308333,8.74,1497757940.2399998,1.33,l,2017-06-18 03:52:20.240000+00:00,1.38039085995475,1.38039085995475,1.4216351459047498,1.4216351459047498
60205162.0,44.7828333,-111.024,9.22,1497768327.2199993,1.63,l,2017-06-18 06:45:27.219999+00:00,1.5600561794244852,1.523885939806267,1.6381384072494851,1.6374707049927038
60205172.0,44.8081667,-111.0153333,7.42,1497770479.2299995,2.71,l,2017-06-18 07:21:19.230000+00:00,2.673678577836822,2.6768318738841703,2.653891717036822,2.7366722132841703
60205187.0,44.7976667,-111.0451667,7.35,1497772224.5199986,1.62,l,2017-06-18 07:50:24.519999+00:00,1.5850900939848829,1.519773895113936,1.663172321809883,1.6534473921577422
60205192.0,44.7818333,-111.024,7.93,1497773554.119999,1.23,l,2017-06-18 08:12:34.119999+00:00,1.1784756987994074,1.1784756987994074,1.1574391605994074,1.1574391605994074
60205257.0,44.7836667,-111.0325,5.91,1497781269.4899998,1.22,l,2017-06-18 10:21:09.490000+00:00,1.2224675162222962,1.2224675162222962,1.2637118021722964,1.2637118021722964
60205297.0,44.7968333,-111.0391667,11.32,1497785024.5099983,2.63,l,2017-06-18 11:23:44.509998+00:00,2.577055305591306,2.505625263323867,2.62563730132464,2.582286160820836
60205402.0,44.8063333,-111.0508333,9.09,1497800504.5699997,2.09,l,2017-06-18 15:41:44.570000+00:00,2.0884244637468306,2.114814233038277,2.1665066915718305,2.1488575251382778
60205412.0,44.7826667,-111.0208333,6.64,1497800710.58,1.16,l,2017-06-18 15:45:10.580000+00:00,1.0337496086860405,1.0274675567892315,1.0811925791193735,1.0988553654302209
60205417.0,44.808,-111.0486667,9.53,1497800792.5099983,2.16,l,2017-06-18 15:46:32.509998+00:00,2.165025090187896,2.1605885374719707,2.243107318012896,2.2305743834491505
60205427.0,44.795,-111.0221667,9.3,1497801332.8099976,1.57,l,2017-06-18 15:55:32.809998+00:00,1.5492174449650182,1.6061711663144904,1.5966604153983517,1.574600884576172
60205432.0,44.7928333,-111.0346667,9.05,1497801358.2199974,1.97,l,2017-06-18 15:55:58.219997+00:00,1.937203534921184,2.0157244282172933,2.0152857627461835,2.049767720317293
60205462.0,44.7893333,-111.0258333,8.09,1497806361.3199997,1.62,l,2017-06-18 17:19:21.320000+00:00,1.55661170383132,1.5516805361573276,1.6346939316563205,1.657350210863663
60205482.0,44.7956667,-111.034,9.95,1497809215.5499992,1.68,l,2017-06-18 18:06:55.549999+00:00,1.6632878932502444,1.7483535699041886,1.7413701210752446,1.8322143750151016
60205487.0,44.7953333,-111.0333333,9.49,1497809430.7799988,1.64,l,2017-06-18 18:10:30.779999+00:00,1.6189182189930602,1.688573924750982,1.6970004468180604,1.76569858779918
60205527.0,44.789,-111.0133333,6.1,1497816480.16,1.46,l,2017-06-18 20:08:00.160000+00:00,1.3646934667908222,1.3646934667908222,1.3436569285908222,1.3436569285908222
60205537.0,44.7591667,-111.02,6.29,1497817916.539997,1.23,l,2017-06-18 20:31:56.539997+00:00,1.154224344970888,1.1300942352249694,1.2016673154042214,1.2824481560878216
60205542.0,44.7955,-111.0303333,6.98,1497817954.619999,1.43,l,2017-06-18 20:32:34.619999+00:00,1.3634858937938972,1.3841099210473238,1.4415681216188974,1.4528206395152985
60205557.0,44.7883333,-111.0208333,8.25,1497821821.63,1.47,l,2017-06-18 21:37:01.630000+00:00,1.4388737347252292,1.4388737347252292,1.417837196525229,1.417837196525229
60205562.0,44.7931667,-111.0331667,8.61,1497822713.9099998,1.76,l,2017-06-18 21:51:53.910000+00:00,1.7159340138098358,1.8087795289070328,1.7940162416348358,1.842822821007033
60205617.0,44.7873333,-111.0401667,9.26,1497834084.0599997,1.48,l,2017-06-19 01:01:24.060000+00:00,1.439262043392198,1.4153613984962314,1.517344271217198,1.521764932016956
60205632.0,44.777,-111.0363333,7.5,1497835097.209999,1.29,l,2017-06-19 01:18:17.209999+00:00,1.1880127116113508,1.2404125676584958,1.2354556820446845,1.2125989598176377
60205637.0,44.7988333,-111.0395,8.2,1497835143.6999998,1.61,l,2017-06-19 01:19:03.700000+00:00,1.5854110626550413,1.593138759515374,1.6634932904800412,1.6683465170103768
60205652.0,44.7915,-111.0293333,8.38,1497835243.8600006,1.35,l,2017-06-19 01:20:43.860001+00:00,1.2986466991547825,1.3968368593844462,1.3767289269797824,1.4380728264552494
60205657.0,44.7971667,-111.04,8.01,1497835380.75,1.37,l,2017-06-19 01:23:00.750000+00:00,1.3355666670230333,1.3412903865858508,1.4136488948480332,1.3776776003663644
60205667.0,44.8005,-111.042,8.5,1497838828.7699986,1.36,l,2017-06-19 02:20:28.769999+00:00,1.3449851232344772,1.3232019247858582,1.4230673510594771,1.3735307794405212
60205687.0,44.7856667,-111.0246667,10.49,1497841930.9299994,2.97,l,2017-06-19 03:12:10.929999+00:00,2.94976177504747,3.0645429005942533,2.911250234690327,3.083330398941106
60205692.0,44.7813333,-111.0193333,8.49,1497842503.5099983,1.92,l,2017-06-19 03:21:43.509998+00:00,1.828514665045478,1.8282127976573337,1.906596892870478,1.8478796275569864
60205707.0,44.7845,-111.0231667,10.58,1497843322.4799995,2.17,l,2017-06-19 03:35:22.480000+00:00,2.12145300730333,2.1261457634440006,2.19953523512833,2.15800453711266
60205747.0,44.7915,-111.036,7.05,1497848664.9699993,1.17,l,2017-06-19 05:04:24.969999+00:00,1.2728213843261318,1.2728213843261318,1.306864676426132,1.306864676426132
60205757.0,44.7926667,-111.0446667,9.29,1497849330.4299984,1.78,l,2017-06-19 05:15:30.429998+00:00,1.7611769315405923,1.7080930424913618,1.8392591593655925,1.855505106539823
60205792.0,44.7828333,-111.013,7.3,1497861990.9699993,2.07,l,2017-06-19 08:46:30.969999+00:00,2.028826626983475,1.9560507909384537,2.087506960623475,2.080260551974753
60205797.0,44.793,-111.0358333,9.06,1497863466.85,1.4,l,2017-06-19 09:11:06.850000+00:00,1.3808935696033082,1.4568337349893854,1.428336540036642,1.5087953425002296
60205802.0,44.7816667,-111.0361667,7.9,1497864474.329998,1.16,l,2017-06-19 09:27:54.329998+00:00,1.2008534290810582,1.2008534290810582,1.2420977150310584,1.2420977150310584
60205822.0,44.7816667,-111.0301667,6.24,1497872053.5,1.24,l,2017-06-19 11:34:13.500000+00:00,1.1254663077133726,1.1618166009928967,1.172909278146706,1.1494492908859488
60205847.0,44.7808333,-111.029,6.15,1497877424.0200005,1.25,l,2017-06-19 13:03:44.020000+00:00,1.1229992289616473,1.1333860501488895,1.1704421993949807,1.1812163156824955
60205862.0,44.7816667,-111.0335,8.78,1497881869.0699997,1.63,l,2017-06-19 14:17:49.070000+00:00,1.558222704875676,1.5421748811448153,1.636304932700676,1.647039667887097
60205902.0,44.7866667,-111.0355,6.66,1497887362.7399998,1.2,l,2017-06-19 15:49:22.740000+00:00,1.1199428946262404,1.111966391170061,1.1980251224512404,1.178329323468954
60205912.0,44.789,-111.0325,8.03,1497889175.8899994,1.52,l,2017-06-19 16:19:35.889999+00:00,1.4571318275137262,1.422538207006257,1.5352140553387263,1.5329697339711952
60205932.0,44.7823333,-111.0358333,9.64,1497894464.1899986,1.36,l,2017-06-19 17:47:44.189999+00:00,1.3266496254646745,1.4284144960091525,1.3740925958980077,1.3777011156439043
60205952.0,44.788,-111.0298333,7.38,1497898220.7600002,1.39,l,2017-06-19 18:50:20.760000+00:00,1.3158953362968089,1.4090033997995557,1.363338306730142,1.3070899839995558
60205957.0,44.7876667,-111.0218333,8.59,1497898820.1599998,1.54,l,2017-06-19 19:00:20.160000+00:00,1.4725363640664006,1.4684379695128245,1.5506185918914008,1.5833581392128244
60206047.0,44.747,-110.7896667,4.03,1497913037.4899998,1.06,l,2017-06-19 22:57:17.490000+00:00,0.795039018387026,0.795039018387026,0.774002480187026,0.774002480187026
60206157.0,44.79,-111.0696667,7.9,1497950003.3099997,1.89,l,2017-06-20 09:13:23.310000+00:00,1.889936793515072,1.9338242010979063,1.948617127155072,1.9936645404979063
60206172.0,44.7931667,-111.0376667,7.85,1497953514.6699982,1.8,l,2017-06-20 10:11:54.669998+00:00,1.7575994268572084,1.7616029357490506,1.8356816546822083,1.8134907361859025
60206187.0,44.7933333,-110.8023333,5.9,1497957314.5099993,0.95,l,2017-06-20 11:15:14.509999+00:00,0.8029999109185502,0.7823662862637244,0.8504428813518835,0.8089030361250027
60206212.0,44.7821667,-111.0271667,7.69,1497960503.8500004,2.07,l,2017-06-20 12:08:23.850000+00:00,1.979313953928147,2.018398961818667,2.057396181753147,2.059643247768667
60206412.0,44.7803333,-111.0305,8.13,1497992611.0100002,1.45,l,2017-06-20 21:03:31.010000+00:00,1.406289339937663,1.406289339937663,1.3852528017376629,1.3852528017376629
60206422.0,44.7903333,-111.0256667,8.34,1497998166.29,1.73,l,2017-06-20 22:36:06.290000+00:00,1.666144072942529,1.694390625449413,1.744226300767529,1.7393292163982883
60206432.0,44.7883333,-111.0426667,8.23,1498001202.739998,1.42,l,2017-06-20 23:26:42.739998+00:00,1.4063884990300035,1.410722697403899,1.44903080689667,1.470563036803899
60206472.0,44.4595,-110.9025,4.72,1498007763.74,0.77,l,2017-06-21 01:16:03.740000+00:00,0.6043337599198855,0.6043337599198855,0.6455780458698854,0.6455780458698854
60206547.0,44.8003333,-111.0465,7.48,1498032757.6100006,1.61,l,2017-06-21 08:12:37.610001+00:00,1.5882559413283268,1.5616568983768957,1.6663381691533268,1.6098083133096446
60206552.0,44.7888333,-111.0246667,8.85,1498033938.869999,1.42,l,2017-06-21 08:32:18.869999+00:00,1.3885820754435798,1.4311306277789375,1.4312243833102467,1.3512785292117977
60206612.0,44.7866667,-111.0155,6.52,1498045961.0699997,1.33,l,2017-06-21 11:52:41.070000+00:00,1.2387657806887944,1.2387657806887944,1.2177292424887942,1.2177292424887942
60206632.0,44.7696667,-110.997,7.71,1498047666.5499997,1.72,l,2017-06-21 12:21:06.550000+00:00,1.6341265595105678,1.6429719031494527,1.712208787335568,1.6751079310742834
60206637.0,44.771,-110.999,7.5,1498047820.3799973,1.61,l,2017-06-21 12:23:40.379997+00:00,1.5371965455121055,1.558803235487642,1.5846395159454392,1.5330705713256654
60206652.0,44.7756667,-111.0398333,8.05,1498052081.0699997,1.25,l,2017-06-21 13:34:41.070000+00:00,1.2054515366297966,1.2054515366297966,1.1844149984297967,1.1844149984297967
60206717.0,44.7713333,-111.0145,6.82,1498063048.6099987,1.5,l,2017-06-21 16:37:28.609999+00:00,1.490241716198036,1.490241716198036,1.531486002148036,1.531486002148036
60206727.0,44.7826667,-111.0155,9.62,1498066276.5100002,2.69,l,2017-06-21 17:31:16.510000+00:00,2.5533775654411,2.5164877092144176,2.601959561174433,2.608754581495294
60206742.0,44.7715,-111.0155,6.95,1498068335.989998,1.23,l,2017-06-21 18:05:35.989998+00:00,1.2315788395375682,1.2315788395375682,1.2728231254875684,1.2728231254875684
60206792.0,44.7818333,-111.0448333,8.63,1498081761.6299992,2.48,l,2017-06-21 21:49:21.629999+00:00,2.4264354520586275,2.432373160444433,2.5045176798836275,2.5005731824102666
60206812.0,44.7868333,-111.043,9.32,1498083387.5299988,2.92,l,2017-06-21 22:16:27.529999+00:00,2.8386796568856654,2.854572736714728,2.887261652618999,2.90271060338166
60206817.0,44.7976667,-111.0081667,4.64,1498083494.1999998,1.38,l,2017-06-21 22:18:14.200000+00:00,1.274981408319249,1.274981408319249,1.2539448701192488,1.2539448701192488
60206907.0,44.7788333,-111.0185,7.4,1498114447.8199997,1.25,l,2017-06-22 06:54:07.820000+00:00,1.2449895733409653,1.2449895733409653,1.2862338592909652,1.2862338592909652
60206912.0,44.7838333,-111.0361667,8.33,1498117026.9699998,1.42,l,2017-06-22 07:37:06.970000+00:00,1.3572705775543703,1.4276301526142543,1.4047135479877035,1.4128049471332151
60206922.0,44.7641667,-111.0075,6.93,1498119591.7599983,1.28,l,2017-06-22 08:19:51.759998+00:00,1.2174215839976457,1.2201956860585983,1.2648645544309791,1.2226324376674709
60206927.0,44.7886667,-111.0236667,8.33,1498121127.2699986,1.25,l,2017-06-22 08:45:27.269999+00:00,1.183088835298826,1.3334410965254313,1.2305318057321593,1.2315276807254314
60206967.0,44.7858333,-111.0238333,6.4,1498129912.6399994,1.46,l,2017-06-22 11:11:52.639999+00:00,1.3508582144103365,1.3896898265611446,1.3983011848436695,1.3915595881877794
60207002.0,44.7875,-111.0256667,8.72,1498148981.579998,2.14,l,2017-06-22 16:29:41.579998+00:00,2.111082511663702,2.1552214975635877,2.169762845303702,2.2263083713648792
60207027.0,44.7873333,-111.018,7.68,1498163804.459999,1.44,l,2017-06-22 20:36:44.459999+00:00,1.3836407521812344,1.3836407521812344,1.3626042139812349,1.3626042139812349
60207107.0,44.7866667,-111.0126667,8.06,1498200729.3599997,1.62,l,2017-06-23 06:52:09.360000+00:00,1.6624197393519171,1.6624197393519171,1.6413832011519172,1.6413832011519172
60207247.0,44.759,-111.0035,5.91,1498261610.8600006,1.58,l,2017-06-23 23:46:50.860001+00:00,1.468764040901276,1.52126677759587,1.5162070113346091,1.58110711699587
60207307.0,44.7831667,-111.0138333,9.9,1498281108.5099983,1.31,l,2017-06-24 05:11:48.509998+00:00,1.3178867729862158,1.354084530780468,1.365329743419549,1.413924870180468
60207317.0,44.7856667,-111.0303333,8.81,1498281461.8199997,1.46,l,2017-06-24 05:17:41.820000+00:00,1.4099001539175766,1.3866531893286314,1.45734312435091,1.4464935287286314
60207337.0,44.7816667,-111.0208333,9.55,1498287805.369999,2.56,l,2017-06-24 07:03:25.369999+00:00,2.517554620683085,2.4632217084054355,2.576234954323085,2.571990832294848
60207342.0,44.7806667,-111.0138333,8.34,1498289146.0699997,1.22,l,2017-06-24 07:25:46.070000+00:00,1.2406749822231355,1.2406749822231355,1.2819192681731355,1.2819192681731355
60207357.0,44.801,-111.0408333,7.8,1498295331.3999977,1.25,l,2017-06-24 09:08:51.399998+00:00,1.2896014456200255,1.2896014456200255,1.2685649074200256,1.2685649074200256
60207362.0,44.7795,-111.0198333,8.33,1498296837.7299995,1.26,l,2017-06-24 09:33:57.730000+00:00,1.2863060849344925,1.2863060849344925,1.3275503708844925,1.3275503708844925
60207372.0,44.7831667,-111.0156667,8.29,1498299166.539997,1.55,l,2017-06-24 10:12:46.539997+00:00,1.4516781504660126,1.4121132359923378,1.5297603782910127,1.5324873508896872
60207442.0,44.7865,-111.0186667,10.22,1498314991.8999996,2.56,l,2017-06-24 14:36:31.900000+00:00,2.4565516854929137,2.433467185402302,2.505133681226247,2.4913688934910425
60207462.0,44.7825,-111.0223333,8.82,1498319704.04,2.27,l,2017-06-24 15:55:04.040000+00:00,2.226185696693592,2.1625919620179324,2.284866030333592,2.322258886739174
60207532.0,44.7853333,-111.0188333,7.91,1498335953.4799995,1.83,l,2017-06-24 20:25:53.480000+00:00,2.1795545153121973,2.1795545153121973,1.913597807412197,1.913597807412197
60207612.0,44.7821667,-111.0255,8.03,1498347064.87,1.61,l,2017-06-24 23:31:04.870000+00:00,1.5246821115987124,1.6158182144362112,1.6027643394237123,1.6498615065362112
60207637.0,44.7806667,-111.0186667,8.24,1498362081.6299992,2.35,l,2017-06-25 03:41:21.629999+00:00,2.229011676718872,2.0806639396938955,2.287692010358872,2.185256196926148
60207647.0,44.783,-111.0255,0.8,1498363570.96,1.34,l,2017-06-25 04:06:10.960000+00:00,1.1567898286700165,1.1567898286700165,1.1357532904700165,1.1357532904700165
60207662.0,44.783,-111.0168333,7.59,1498369209.33,1.31,l,2017-06-25 05:40:09.330000+00:00,1.203527500688173,1.0810843112424549,1.2509704711215062,1.265486298942455
60207667.0,44.786,-111.0266667,8.06,1498370349.5100002,1.14,l,2017-06-25 05:59:09.510000+00:00,1.1934516136776936,1.1934516136776936,1.2346958996276935,1.2346958996276935
60207767.0,44.7805,-111.0265,7.35,1498394711.4699993,1.27,l,2017-06-25 12:45:11.469999+00:00,1.2005193721888157,1.2005193721888157,1.1794828339888157,1.1794828339888157
60208167.0,44.792,-111.0155,5.01,1498486633.25,1.4,l,2017-06-26 14:17:13.250000+00:00,1.404537734193304,1.404537734193304,1.445782020143304,1.445782020143304
60208212.0,44.8023333,-111.0456667,7.64,1498496506.3600006,1.39,l,2017-06-26 17:01:46.360001+00:00,1.5369801598395734,1.5369801598395734,1.5782244457895735,1.5782244457895735
60208347.0,44.8036667,-111.0208333,7.38,1498516510.9499998,2.71,l,2017-06-26 22:35:10.950000+00:00,2.6035589850554124,2.6434709645160632,2.652140980788745,2.693613971454776
60208412.0,44.788,-111.0005,4.2,1498540614.2799988,1.53,l,2017-06-27 05:16:54.279999+00:00,1.4222837864892124,1.3843823790942535,1.4697267569225456,1.4442227184942535
60208422.0,44.7828333,-111.0198333,7.67,1498541672.0200005,1.53,l,2017-06-27 05:34:32.020000+00:00,1.4665243458780095,1.4665243458780095,1.4454878076780096,1.4454878076780096
60208557.0,44.7921667,-111.0383333,7.26,1498547704.0299995,1.28,l,2017-06-27 07:15:04.029999+00:00,1.2267218834703737,1.2652696426349892,1.274164853903707,1.2216075000261075
60208652.0,44.793,-111.0328333,9.31,1498585269.9699993,1.49,l,2017-06-27 17:41:09.969999+00:00,1.6145113671405211,1.6145113671405211,1.6557556530905215,1.6557556530905215
60209042.0,44.7853333,-111.0181667,8.24,1498621298.040001,0.97,l,2017-06-28 03:41:38.040001+00:00,0.9288214317020094,0.9288214317020094,0.9077848935020094,0.9077848935020094
60209057.0,44.7746667,-110.7815,7.1,1498626918.5100002,1.12,l,2017-06-28 05:15:18.510000+00:00,0.9989261608005569,1.0124303362087614,1.04636913123389,1.0722706756087614
60209152.0,44.7833333,-111.0141667,8.08,1498658484.5199986,1.72,l,2017-06-28 14:01:24.519999+00:00,1.6547945419992924,1.6547945419992924,1.6337580037992925,1.6337580037992925
60209247.0,44.7796667,-111.0423333,8.21,1498671663.79,1.64,l,2017-06-28 17:41:03.790000+00:00,1.5754759606176385,1.5970249844272084,1.6229189310509715,1.569256289731702
60209582.0,44.7876667,-111.0396667,9.71,1498703527.4299998,2.03,l,2017-06-29 02:32:07.430000+00:00,2.002073399975769,2.008606482876722,2.080155627800769,2.072150965089177
60209587.0,44.7816667,-111.041,8.91,1498703619.4699974,2.02,l,2017-06-29 02:33:39.469997+00:00,1.993841155015404,2.0298515126615992,2.052521488655404,2.06783413463662
60209627.0,44.7806667,-111.043,8.36,1498706449.9500008,2.0,l,2017-06-29 03:20:49.950001+00:00,1.935958862290705,1.9699917530148092,2.014041090115705,2.0008505367827563
60209632.0,44.7846667,-111.0383333,9.33,1498706777.0200005,2.06,l,2017-06-29 03:26:17.020000+00:00,2.047703312704943,2.0127769621771003,2.1063836463449435,2.124726928558849
60209657.0,44.7816667,-111.0368333,8.55,1498707245.3199997,1.66,l,2017-06-29 03:34:05.320000+00:00,1.5884706001482791,1.6157157314138306,1.666552827973279,1.6669145447695064
60209687.0,44.7813333,-111.028,7.14,1498708974.289997,1.57,l,2017-06-29 04:02:54.289997+00:00,1.46468464617988,1.4593990705513995,1.5121276166132134,1.5117939577756248
60209692.0,44.774,-111.0226667,4.57,1498709033.949997,1.5,l,2017-06-29 04:03:53.949997+00:00,1.2012780171631712,1.2012780171631712,1.3233991807131713,1.3233991807131713
60209707.0,44.7778333,-111.0295,8.84,1498709325.5699997,1.36,l,2017-06-29 04:08:45.570000+00:00,1.2836822059397204,1.333518152176535,1.3311251763730538,1.3298212133591467
60209712.0,44.7826667,-111.0271667,6.48,1498709587.33,1.12,l,2017-06-29 04:13:07.330000+00:00,1.0102268267696604,1.0211654389233955,1.0576697972029938,1.0522395313703368
60209717.0,44.7826667,-111.0305,8.01,1498709798.239998,0.93,l,2017-06-29 04:16:38.239998+00:00,0.8889849887841076,0.8889849887841076,0.8679484505841075,0.8679484505841075
60209722.0,44.7801667,-111.0295,9.21,1498709889.3999996,1.53,l,2017-06-29 04:18:09.400000+00:00,1.47019916406079,1.5000631112864853,1.5176421344941236,1.5599034506864853
60209727.0,44.796,-110.9976667,4.33,1498710116.8600006,1.48,l,2017-06-29 04:21:56.860001+00:00,1.3984746733838185,1.489815507228346,1.445917643817152,1.4149880956258265
60209732.0,44.7666667,-111.0481667,7.05,1498712839.6599998,0.62,l,2017-06-29 05:07:19.660000+00:00,0.5422180054704331,0.5422180054704331,0.5211814672704331,0.5211814672704331
60209767.0,44.7921667,-111.0206667,10.04,1498722274.25,2.04,l,2017-06-29 07:44:34.250000+00:00,2.027298326700032,1.974602516398468,2.0859786603400323,2.0911873355401385
60210332.0,44.7833333,-111.0195,7.77,1498793824.7199998,1.33,l,2017-06-30 03:37:04.720000+00:00,1.2704862888114337,1.2704862888114337,1.2494497506114337,1.2494497506114337
60210367.0,44.7928333,-111.0505,8.83,1498795580.6800003,2.07,l,2017-06-30 04:06:20.680000+00:00,2.050204222929483,2.0428329422385105,2.1282864507544828,2.099497015174123
60210507.0,44.7831667,-111.007,5.99,1498813095.12,1.25,l,2017-06-30 08:58:15.120000+00:00,1.2213497352896183,1.2213497352896183,1.2625940212396187,1.2625940212396187
60210592.0,44.3325,-110.538,5.72,1498845996.1100006,1.2,l,2017-06-30 18:06:36.110001+00:00,1.1379648478434197,1.1379648478434197,1.2207022201434197,1.2207022201434197
60210662.0,44.7855,-111.0743333,6.13,1498871175.7299995,0.69,l,2017-07-01 01:06:15.730000+00:00,0.8021702955177334,0.8021702955177334,0.8362135876177335,0.8362135876177335
60210672.0,44.7785,-111.0136667,7.65,1498880950.75,1.29,l,2017-07-01 03:49:10.750000+00:00,1.2982347240738994,1.2982347240738994,1.2771981858738994,1.2771981858738994
60210677.0,44.7883333,-111.022,7.85,1498885962.25,0.98,l,2017-07-01 05:12:42.250000+00:00,0.9011619110546628,0.8808573214140153,0.9486048814879964,0.901371803196473
60210702.0,44.782,-111.0255,5.09,1498973131.6599998,1.5,l,2017-07-02 05:25:31.660000+00:00,1.3534897728673212,1.403069802253038,1.4009327433006546,1.419658720940803
60210707.0,44.751,-110.9958333,4.58,1498973601.789999,0.99,l,2017-07-02 05:33:21.789999+00:00,0.8070077546258129,0.7605315456032129,0.8544507250591463,0.8151805107762464
60210717.0,44.7715,-111.0396667,8.32,1498974484.81,0.78,l,2017-07-02 05:48:04.810000+00:00,0.7934750247860993,0.7934750247860993,0.8347193107360993,0.8347193107360993
60210737.0,44.7821667,-111.0286667,8.04,1498979402.04,2.42,l,2017-07-02 07:10:02.040000+00:00,2.274457030994077,2.313703133756094,2.3230390267274106,2.3668771576468384
